pretty_formula,material_id,num_atoms,Li_voltage,Na_voltage,cif
LiCuPO4F,mp-25380,16,-4.696323532974591,-2.6416189754798953,"# generated using pymatgen
data_LiCuPO4F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.21562071
_cell_length_b   5.23415261
_cell_length_c   7.28036321
_cell_angle_alpha   104.27646620
_cell_angle_beta   108.82528990
_cell_angle_gamma   97.87545378
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCuPO4F
_chemical_formula_sum   'Li2 Cu2 P2 O8 F2'
_cell_volume   177.15260149
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.42343723  0.07552113  0.79978082  1
  Li  Li1  1  0.57625643  0.92400174  0.19952758  1
  Cu  Cu2  1  -0.00010581  -0.00008681  0.00002954  1
  Cu  Cu3  1  0.49963309  0.50024799  0.49991691  1
  P  P4  1  0.88449980  0.54461829  0.24003477  1
  P  P5  1  0.11554996  0.45549503  0.75988856  1
  O  O6  1  0.17093782  0.30375330  0.92217082  1
  O  O7  1  0.32305312  0.35821337  0.65647390  1
  O  O8  1  0.67706910  0.64171495  0.34352179  1
  O  O9  1  0.81152443  0.35476896  0.60521315  1
  O  O10  1  0.82963291  0.69660479  0.07798315  1
  O  O11  1  0.18827334  0.64526671  0.39512355  1
  O  O12  1  0.21045938  0.76743726  0.86522579  1
  O  O13  1  0.78992944  0.23278542  0.13521467  1
  F  F14  1  0.68193297  0.89389181  0.75136100  1
  F  F15  1  0.31791687  0.10576601  0.24853403  1
"
LiZn2FeWO6,mp-1047414,11,-1.1742434468029712,1.246649823109804,"# generated using pymatgen
data_LiZn2FeWO6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.28952676
_cell_length_b   5.89645240
_cell_length_c   7.92039853
_cell_angle_alpha   97.92845815
_cell_angle_beta   130.80341023
_cell_angle_gamma   118.61254341
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiZn2FeWO6
_chemical_formula_sum   'Li1 Zn2 Fe1 W1 O6'
_cell_volume   120.59050346
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  -0.00962939  0.27494238  0.34602325  1
  Zn  Zn1  1  0.02699175  0.61845978  0.19857495  1
  Zn  Zn2  1  0.98382358  0.45389180  0.75437339  1
  Fe  Fe3  1  0.02053951  0.94471207  0.53040467  1
  W  W4  1  0.99913810  0.99062280  0.99400497  1
  O  O5  1  0.72863286  0.83178521  0.10002440  1
  O  O6  1  0.34215864  0.13954226  0.94446249  1
  O  O7  1  0.32657227  0.46011805  0.24721473  1
  O  O8  1  0.39581788  0.83161864  0.61337873  1
  O  O9  1  0.59635574  0.10122392  0.37214019  1
  O  O10  1  0.63234203  0.47479909  0.75904522  1
"
LiMn6O7F5,mp-764009,19,-3.3283934187053275,-0.41667623170167367,"# generated using pymatgen
data_LiMn6O7F5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.03978728
_cell_length_b   7.73505425
_cell_length_c   5.65917812
_cell_angle_alpha   97.49349677
_cell_angle_beta   97.11829564
_cell_angle_gamma   84.55964711
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiMn6O7F5
_chemical_formula_sum   'Li1 Mn6 O7 F5'
_cell_volume   216.34729168
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.49995995  0.16818302  0.16970549  1
  Mn  Mn1  1  0.44147622  0.98901984  0.54712748  1
  Mn  Mn2  1  0.50518466  0.67578886  0.18057844  1
  Mn  Mn3  1  0.58022118  0.34372384  0.78815491  1
  Mn  Mn4  1  0.98251613  0.67793708  0.66086146  1
  Mn  Mn5  1  0.00658815  0.34955439  0.33898309  1
  Mn  Mn6  1  0.99451740  0.99166170  0.00394285  1
  O  O7  1  0.85899244  0.44615841  0.62158905  1
  O  O8  1  0.64940378  0.09672220  0.84140776  1
  O  O9  1  0.65070295  0.76698024  0.49416190  1
  O  O10  1  0.67850574  0.42757092  0.13229959  1
  O  O11  1  0.35424177  0.24123578  0.50693707  1
  O  O12  1  0.32819536  0.91608844  0.20415024  1
  O  O13  1  0.13376182  0.89835905  0.71937895  1
  F  F14  1  0.81894763  0.75090529  0.99074881  1
  F  F15  1  0.84707429  0.09429999  0.30334603  1
  F  F16  1  0.33169040  0.57873726  0.85221935  1
  F  F17  1  0.18180526  0.58840643  0.35320320  1
  F  F18  1  0.15621100  0.24866318  0.04120331  1
"
LiCo4(CuO4)3,mp-1043067,20,-3.636164088165539,-1.8457617843939875,"# generated using pymatgen
data_LiCo4(CuO4)3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.20516925
_cell_length_b   6.20515830
_cell_length_c   6.20516242
_cell_angle_alpha   109.47116656
_cell_angle_beta   109.47122068
_cell_angle_gamma   109.47117788
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCo4(CuO4)3
_chemical_formula_sum   'Li1 Co4 Cu3 O12'
_cell_volume   183.92394732
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  -0.00001314  -0.00000879  0.00000421  1
  Co  Co1  1  0.00000943  0.50066955  0.00007155  1
  Co  Co2  1  0.50060217  -0.00006788  -0.00006692  1
  Co  Co3  1  0.49941562  0.49931376  0.49935690  1
  Co  Co4  1  -0.00005235  0.00005482  0.50063320  1
  Cu  Cu5  1  0.50000816  0.00000570  0.49999993  1
  Cu  Cu6  1  0.50003592  0.50004550  0.00000903  1
  Cu  Cu7  1  0.00003073  0.50002137  0.49998966  1
  O  O8  1  0.30917085  0.13329158  0.82411706  1
  O  O9  1  0.69079389  0.86661970  0.17585097  1
  O  O10  1  0.69079010  0.51494321  0.82415647  1
  O  O11  1  0.48502820  0.17577444  0.30911919  1
  O  O12  1  0.17590630  0.30924747  0.48505446  1
  O  O13  1  0.82412037  0.30917793  0.13334129  1
  O  O14  1  0.86666960  0.17593652  0.69087066  1
  O  O15  1  0.82411303  0.69078106  0.51494535  1
  O  O16  1  0.30916836  0.48505362  0.17586220  1
  O  O17  1  0.51495723  0.82409321  0.69075042  1
  O  O18  1  0.17592086  0.69086450  0.86667630  1
  O  O19  1  0.13332469  0.82418276  0.30925803  1
"
BaLiYCoCuO5,mp-1042471,10,-0.08038177005040392,2.3738694106742724,"# generated using pymatgen
data_BaLiYCoCuO5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.84030334
_cell_length_b   3.84030457
_cell_length_c   8.98525241
_cell_angle_alpha   90.00006751
_cell_angle_beta   89.99999878
_cell_angle_gamma   90.00412965
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaLiYCoCuO5
_chemical_formula_sum   'Ba1 Li1 Y1 Co1 Cu1 O5'
_cell_volume   132.51391345
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  -0.00000035  -0.00000110  0.03840269  1
  Y  Y1  1  -0.00000037  0.00000015  0.44422146  1
  Li  Li2  1  -0.00000076  -0.00000077  0.71577143  1
  Co  Co3  1  0.49999930  0.49999939  0.70198235  1
  Cu  Cu4  1  0.49999781  0.49999677  0.27391785  1
  O  O5  1  -0.00000045  0.49999948  0.61988112  1
  O  O6  1  0.49999941  -0.00000042  0.61988098  1
  O  O7  1  0.00000150  0.49999939  0.28681214  1
  O  O8  1  0.49999945  0.00000251  0.28681170  1
  O  O9  1  0.49999946  0.49999960  0.92523528  1
"
Li4Cr3CoO8,mp-763336,16,-3.171379585182538,-0.6109591806724612,"# generated using pymatgen
data_Li4Cr3CoO8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.89123941
_cell_length_b   5.89318203
_cell_length_c   5.89221165
_cell_angle_alpha   59.56527475
_cell_angle_beta   59.56926407
_cell_angle_gamma   59.56726638
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li4Cr3CoO8
_chemical_formula_sum   'Li4 Cr3 Co1 O8'
_cell_volume   143.22748399
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.50018210  -0.00020682  0.50011309  1
  Li  Li1  1  0.50012123  0.49987040  -0.00013080  1
  Li  Li2  1  -0.00000941  -0.00001424  0.00024659  1
  Li  Li3  1  -0.00021142  0.50043161  0.49985584  1
  Cr  Cr4  1  0.49994037  0.00047472  -0.00044688  1
  Cr  Cr5  1  -0.00038783  0.49995009  0.00042408  1
  Cr  Cr6  1  0.00054928  -0.00031339  0.50001468  1
  Co  Co7  1  0.49989818  0.49989049  0.50001121  1
  O  O8  1  0.26177239  0.26311324  0.75128023  1
  O  O9  1  0.26302473  0.75136969  0.26198716  1
  O  O10  1  0.24302253  0.24292201  0.24268888  1
  O  O11  1  0.75128408  0.26187550  0.26323115  1
  O  O12  1  0.24894827  0.73657721  0.73802331  1
  O  O13  1  0.73791244  0.24885395  0.73678369  1
  O  O14  1  0.75729406  0.75739244  0.75706091  1
  O  O15  1  0.73665899  0.73781313  0.24885685  1
"
K4LiV4O10,mp-1099837,19,-1.0384448956607555,0.9735875045463569,"# generated using pymatgen
data_K4LiV4O10
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.25882900
_cell_length_b   7.26463314
_cell_length_c   9.12772360
_cell_angle_alpha   120.51566998
_cell_angle_beta   114.81979431
_cell_angle_gamma   80.82880593
_symmetry_Int_Tables_number   1
_chemical_formula_structural   K4LiV4O10
_chemical_formula_sum   'K4 Li1 V4 O10'
_cell_volume   323.74326183
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.55810753  0.07089739  0.19151382  1
  K  K1  1  0.35271835  0.94588360  0.73259110  1
  K  K2  1  0.07477747  0.63816119  0.20491725  1
  K  K3  1  0.84050276  0.35897074  0.77502519  1
  Li  Li4  1  -0.04215661  0.60325670  0.61528721  1
  V  V5  1  0.91023022  0.00584234  -0.04378864  1
  V  V6  1  0.55223695  0.45016974  1.11802019  1
  V  V7  1  0.18505318  0.14829850  0.44726048  1
  V  V8  1  0.73232963  0.85054884  0.45830089  1
  O  O9  1  0.28924775  0.30748456  1.03243336  1
  O  O10  1  0.55695594  0.71654104  0.16571860  1
  O  O11  1  0.74558509  0.25564912  0.99714264  1
  O  O12  1  0.75557461  0.78747491  -0.09728434  1
  O  O13  1  0.11598458  0.08553570  0.20998441  1
  O  O14  1  0.94246919  0.91577302  0.73793589  1
  O  O15  1  0.72979738  0.54278446  0.37738888  1
  O  O16  1  0.19289641  0.40740594  0.62213536  1
  O  O17  1  0.97271605  -0.00857299  0.45317633  1
  O  O18  1  0.46713868  1.01164432  0.50223957  1
"
LiMnS2,mp-1422029,4,-1.1410791765807735,0.7698468183681424,"# generated using pymatgen
data_LiMnS2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.52599235
_cell_length_b   6.52150483
_cell_length_c   6.52599108
_cell_angle_alpha   31.21103002
_cell_angle_beta   31.19007053
_cell_angle_gamma   31.21187489
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiMnS2
_chemical_formula_sum   'Li1 Mn1 S2'
_cell_volume   66.15619153
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.16893426  0.16346934  0.16892914  1
  Mn  Mn1  1  1.00012210  0.99898900  1.00015727  1
  S  S2  1  0.59302311  0.59167018  0.59296302  1
  S  S3  1  0.40756352  0.40658448  0.40759357  1
"
NaLiCr3O8,mp-19280,13,-2.104770083343804,-0.10356409199978778,"# generated using pymatgen
data_NaLiCr3O8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.19260075
_cell_length_b   5.19404957
_cell_length_c   6.63637312
_cell_angle_alpha   89.67916298
_cell_angle_beta   89.68695660
_cell_angle_gamma   65.33883268
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaLiCr3O8
_chemical_formula_sum   'Na1 Li1 Cr3 O8'
_cell_volume   162.65841699
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.00647128  0.00694066  0.99814367  1
  Li  Li1  1  0.65259922  0.65436399  0.25690349  1
  Cr  Cr2  1  0.64202256  0.64199489  0.73250765  1
  Cr  Cr3  1  0.00373812  0.00430045  0.49095188  1
  Cr  Cr4  1  0.35189016  0.35187419  0.26835732  1
  O  O5  1  0.77836037  0.28814909  0.71131501  1
  O  O6  1  0.73031147  0.24610775  0.28633412  1
  O  O7  1  0.24425953  0.73023017  0.28578909  1
  O  O8  1  0.28827153  0.77751585  0.71101602  1
  O  O9  1  0.22964203  0.22793120  0.46525217  1
  O  O10  1  0.77114822  0.77169056  0.54429149  1
  O  O11  1  0.72033714  0.72065977  0.95473394  1
  O  O12  1  0.28094940  0.27824241  0.04440615  1
"
BaSrLiNdTlCu2O7,mp-1227445,14,-0.5001348446963858,2.159310809294892,"# generated using pymatgen
data_BaSrLiNdTlCu2O7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.92981631
_cell_length_b   4.02107772
_cell_length_c   13.08439957
_cell_angle_alpha   94.44583946
_cell_angle_beta   90.00022911
_cell_angle_gamma   89.99999996
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaSrLiNdTlCu2O7
_chemical_formula_sum   'Ba1 Sr1 Li1 Nd1 Tl1 Cu2 O7'
_cell_volume   206.13881623
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.49999134  0.56361748  0.77951885  1
  Sr  Sr1  1  0.49996217  0.41375786  0.24398816  1
  Li  Li2  1  0.49990089  0.87806143  0.08887906  1
  Nd  Nd3  1  0.50000282  0.49514921  0.50257909  1
  Tl  Tl4  1  -0.00001414  0.19935231  0.99443714  1
  Cu  Cu5  1  -0.00000792  0.02460316  0.61972927  1
  Cu  Cu6  1  0.00000452  0.95959477  0.37720862  1
  O  O7  1  0.50000284  0.02292796  0.61384581  1
  O  O8  1  -0.00001949  0.52393637  0.61725499  1
  O  O9  1  0.50002404  0.95734278  0.37417770  1
  O  O10  1  0.00003768  0.46053266  0.37793495  1
  O  O11  1  0.00003553  0.06682662  0.83037187  1
  O  O12  1  0.00004584  0.98703231  0.14951075  1
  O  O13  1  0.50003388  0.44493408  0.03473274  1
"
Li5Fe2Ni3O10,mp-752981,20,-3.5965115021823477,-0.8143611038520806,"# generated using pymatgen
data_Li5Fe2Ni3O10
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.08338040
_cell_length_b   5.10436894
_cell_length_c   7.71719164
_cell_angle_alpha   70.93535905
_cell_angle_beta   71.42279148
_cell_angle_gamma   81.22689457
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li5Fe2Ni3O10
_chemical_formula_sum   'Li5 Fe2 Ni3 O10'
_cell_volume   179.13441006
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.50525447  0.78332246  0.41189199  1
  Li  Li1  1  0.50322207  0.59531394  0.79024805  1
  Li  Li2  1  -0.00002441  0.49985531  0.50031207  1
  Li  Li3  1  0.49691411  0.40450707  0.20992634  1
  Li  Li4  1  0.49482641  0.21691971  0.58799449  1
  Fe  Fe5  1  0.00830886  0.89566947  0.69244999  1
  Fe  Fe6  1  0.99184779  0.10426820  0.30750505  1
  Ni  Ni7  1  0.49988797  -0.00006437  0.00004093  1
  Ni  Ni8  1  0.99858913  0.30075210  0.89950244  1
  Ni  Ni9  1  0.00123354  0.69936747  0.10042310  1
  O  O10  1  0.23330242  0.93579198  0.86453658  1
  O  O11  1  0.76686503  0.66475970  0.95401551  1
  O  O12  1  0.75931281  0.86766129  0.54856649  1
  O  O13  1  0.23882365  0.76704897  0.23118323  1
  O  O14  1  0.22490842  0.53961858  0.66821646  1
  O  O15  1  0.77532512  0.46048392  0.33151543  1
  O  O16  1  0.76077922  0.23288348  0.76887398  1
  O  O17  1  0.24070044  0.13249909  0.45152171  1
  O  O18  1  0.23345667  0.33522704  0.04564813  1
  O  O19  1  0.76646630  0.06411460  0.13562803  1
"
Ba2LiTlW2O7,mp-1046350,13,-1.0528796505092357,0.7603515898391588,"# generated using pymatgen
data_Ba2LiTlW2O7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.00569473
_cell_length_b   4.00642763
_cell_length_c   13.01992703
_cell_angle_alpha   89.86026307
_cell_angle_beta   90.00012326
_cell_angle_gamma   90.10055652
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba2LiTlW2O7
_chemical_formula_sum   'Ba2 Li1 Tl1 W2 O7'
_cell_volume   208.94969459
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.00006962  0.00056104  0.19491262  1
  Ba  Ba1  1  0.00007053  -0.00056192  0.80509077  1
  Li  Li2  1  -0.00002022  0.00000483  0.50000071  1
  Tl  Tl3  1  0.50023152  0.49999682  0.00000804  1
  W  W4  1  0.50003302  0.49938167  0.38236893  1
  W  W5  1  0.49992858  0.50062457  0.61763794  1
  O  O6  1  0.50001991  0.50154056  0.22276374  1
  O  O7  1  0.00000086  0.49925838  0.38571826  1
  O  O8  1  0.49998219  -0.00029346  0.38510305  1
  O  O9  1  0.49989374  0.00029491  0.61489954  1
  O  O10  1  -0.00042595  0.00000877  0.00000302  1
  O  O11  1  -0.00001591  0.50074235  0.61426591  1
  O  O12  1  0.50023211  0.49844149  0.77722748  1
"
BaLi(BiO2)4,mp-1047467,14,-3.056618351852758,-1.4276580298736565,"# generated using pymatgen
data_BaLi(BiO2)4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.32225779
_cell_length_b   6.32248145
_cell_length_c   7.53880820
_cell_angle_alpha   90.00079769
_cell_angle_beta   89.99921171
_cell_angle_gamma   120.00000791
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaLi(BiO2)4
_chemical_formula_sum   'Ba1 Li1 Bi4 O8'
_cell_volume   260.97148420
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  -0.00007919  -0.00006050  0.00009559  1
  Li  Li1  1  -0.00000309  -0.00000308  0.49994687  1
  Bi  Bi2  1  0.33330178  0.66662723  0.72252648  1
  Bi  Bi3  1  0.66667337  0.33333692  0.72227233  1
  Bi  Bi4  1  0.33327549  0.66663274  0.27746571  1
  Bi  Bi5  1  0.66667231  0.33335932  0.27767970  1
  O  O6  1  0.29518667  0.29467891  0.71014109  1
  O  O7  1  0.70518393  0.00040408  0.71016742  1
  O  O8  1  -0.00042819  0.70487641  0.71002224  1
  O  O9  1  0.70522416  0.70482565  0.28993184  1
  O  O10  1  -0.00048330  0.29466889  0.28996631  1
  O  O11  1  0.29520873  0.00046129  0.28980573  1
  O  O12  1  0.33332348  0.66661958  0.00000118  1
  O  O13  1  0.66694384  0.33357256  -0.00002249  1
"
LiPr(MoO3)2,mp-1044744,20,-2.1783557128070425,-0.24767292388230722,"# generated using pymatgen
data_LiPr(MoO3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.73402881
_cell_length_b   5.48343635
_cell_length_c   9.62778002
_cell_angle_alpha   55.98591611
_cell_angle_beta   90.01197924
_cell_angle_gamma   90.07001001
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiPr(MoO3)2
_chemical_formula_sum   'Li2 Pr2 Mo4 O12'
_cell_volume   250.92309103
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pr  Pr0  1  0.19807561  0.73065129  0.25150605  1
  Pr  Pr1  1  0.80152097  0.73205470  0.75138445  1
  Li  Li2  1  0.85882714  0.22874298  0.25250539  1
  Li  Li3  1  0.14214497  0.23088352  0.75154702  1
  Mo  Mo4  1  0.73649148  -0.00365375  0.00372089  1
  Mo  Mo5  1  0.74200043  0.50072596  0.49725326  1
  Mo  Mo6  1  0.26345913  -0.00453783  0.50368550  1
  Mo  Mo7  1  0.25757667  0.50075033  -0.00268979  1
  O  O8  1  0.75286530  0.15119759  0.75547915  1
  O  O9  1  0.44842283  0.76087887  0.04506487  1
  O  O10  1  0.46050616  0.36087048  0.44491923  1
  O  O11  1  0.96046054  0.25846127  0.44817696  1
  O  O12  1  0.96167772  0.64157829  0.05784930  1
  O  O13  1  0.21549241  0.86913307  0.74389378  1
  O  O14  1  0.24698515  0.15046804  0.25549905  1
  O  O15  1  0.53966418  0.36100500  0.94551614  1
  O  O16  1  0.55189146  0.76045374  0.54515452  1
  O  O17  1  0.03954061  0.25964026  0.94747328  1
  O  O18  1  0.03801146  0.64153211  0.55776364  1
  O  O19  1  0.78438582  0.86922010  0.24423130  1
"
LiCo5SbO8,mp-33332,15,-1.3408369015811656,0.9965696250602587,"# generated using pymatgen
data_LiCo5SbO8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.31138967
_cell_length_b   5.95461833
_cell_length_c   5.95411075
_cell_angle_alpha   60.00185351
_cell_angle_beta   61.85664276
_cell_angle_gamma   61.93004173
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCo5SbO8
_chemical_formula_sum   'Li1 Co5 Sb1 O8'
_cell_volume   162.60725425
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.50000001  -0.00000007  -0.00000198  1
  Co  Co1  1  0.03905190  0.15361766  0.15367514  1
  Co  Co2  1  0.49999807  0.50182395  0.49817343  1
  Co  Co3  1  0.50000192  0.49817596  -0.00000449  1
  Co  Co4  1  0.49999994  0.00000021  0.50183823  1
  Co  Co5  1  0.96094811  0.84638213  0.84634567  1
  Sb  Sb6  1  -0.00000003  0.50000005  0.49999755  1
  O  O7  1  0.22971144  0.26381966  0.26424561  1
  O  O8  1  0.23021570  0.74215241  0.26384696  1
  O  O9  1  0.22971963  0.26373553  0.74222121  1
  O  O10  1  0.68072294  0.27322304  0.27302814  1
  O  O11  1  0.31927709  0.72677709  0.72696753  1
  O  O12  1  0.76978430  0.25784756  0.73622142  1
  O  O13  1  0.77027915  0.73618802  0.25777388  1
  O  O14  1  0.77028982  0.73625680  0.73567172  1
"
Sr4LiMn2Cu3(SO)4,mp-1218477,18,-0.4743265103458283,2.247242442290469,"# generated using pymatgen
data_Sr4LiMn2Cu3(SO)4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.82499534
_cell_length_b   5.82531550
_cell_length_c   9.30914713
_cell_angle_alpha   89.99635170
_cell_angle_beta   71.77147040
_cell_angle_gamma   89.99216802
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sr4LiMn2Cu3(SO)4
_chemical_formula_sum   'Sr4 Li1 Mn2 Cu3 S4 O4'
_cell_volume   300.02993876
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.40945836  0.00230305  0.18586758  1
  Sr  Sr1  1  0.90466854  0.49770579  0.18586863  1
  Sr  Sr2  1  0.09533071  0.49770970  0.81412832  1
  Sr  Sr3  1  0.59054437  0.00231073  0.81412914  1
  Li  Li4  1  -0.00001938  0.75000298  0.50003954  1
  Mn  Mn5  1  0.50000277  0.50077999  0.99999215  1
  Mn  Mn6  1  0.00000058  0.99923653  0.99999754  1
  Cu  Cu7  1  0.50002442  0.24999757  0.49995972  1
  Cu  Cu8  1  0.50000023  0.75000385  0.50000320  1
  Cu  Cu9  1  0.99999403  0.24999606  0.50000294  1
  S  S10  1  0.17683042  0.00142636  0.64969383  1
  S  S11  1  0.67350310  0.49853113  0.64969038  1
  S  S12  1  0.32649354  0.49853460  0.35031966  1
  S  S13  1  0.82316783  0.00142201  0.35031011  1
  O  O14  1  0.24895374  0.25001389  0.00209891  1
  O  O15  1  0.74991224  0.75000623  1.00016204  1
  O  O16  1  0.75104400  0.25001256  0.99790213  1
  O  O17  1  0.25008850  0.75000596  -0.00016383  1
"
