pretty_formula,material_id,num_atoms,host_energy_per_atom,Li_energy_per_atom,Na_energy_per_atom,Li_voltage,Na_voltage,cif
LiMn(ReO4)2,mp-627380,12.0,-8.22993108021341,-7.775794814661087,-7.746005931922373,-2.1629041064144543,-0.566433407135432,"# generated using pymatgen
data_LiMn(ReO4)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.88271020
_cell_length_b   5.88344820
_cell_length_c   5.94880167
_cell_angle_alpha   90.00207224
_cell_angle_beta   90.00120017
_cell_angle_gamma   119.99844321
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiMn(ReO4)2
_chemical_formula_sum   'Li1 Mn1 Re2 O8'
_cell_volume   178.31025525
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.00006219  0.99998815  0.50001471  1
  Mn  Mn1  1  1.00000672  0.99997927  -0.00002626  1
  Re  Re2  1  0.33335215  0.66666477  0.31331358  1
  Re  Re3  1  0.66669094  0.33333839  0.68669214  1
  O  O4  1  0.66678568  0.33340238  0.39372876  1
  O  O5  1  0.33326471  0.66659504  0.60629454  1
  O  O6  1  0.83667178  0.16585280  0.77099728  1
  O  O7  1  0.16336819  0.32924572  0.22888453  1
  O  O8  1  0.67087996  0.83432255  0.22907555  1
  O  O9  1  0.16580947  0.83658999  0.22895726  1
  O  O10  1  0.83390423  0.67073918  0.77111083  1
  O  O11  1  0.32920294  0.16328375  0.77095605  1
"
LiFe6(OF)6,mp-755912,19.0,-5.912265159133438,-5.847233013051457,-5.7718957089823615,-0.2665456164242057,0.5075087773128102,"# generated using pymatgen
data_LiFe6(OF)6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.06731047
_cell_length_b   7.68745366
_cell_length_c   5.81083120
_cell_angle_alpha   97.25533867
_cell_angle_beta   94.51492530
_cell_angle_gamma   86.30039628
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiFe6(OF)6
_chemical_formula_sum   'Li1 Fe6 O6 F6'
_cell_volume   223.50880583
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.50073491  0.20754566  0.19070984  1
  Fe  Fe1  1  0.55993805  0.66871879  0.13932797  1
  Fe  Fe2  1  0.39131354  0.98431822  0.52818665  1
  Fe  Fe3  1  0.56625538  0.34422977  0.76865903  1
  Fe  Fe4  1  0.98725058  0.66176748  0.68028968  1
  Fe  Fe5  1  -0.00121165  0.34486331  0.33164653  1
  Fe  Fe6  1  0.02332765  0.96734367  0.00871763  1
  O  O7  1  0.85248262  0.43519021  0.61627674  1
  O  O8  1  0.82616593  0.75482377  0.97008190  1
  O  O9  1  0.67976104  0.42359490  0.13346358  1
  O  O10  1  0.32607765  0.22473871  0.48629247  1
  O  O11  1  0.32851485  0.88876732  0.20255677  1
  O  O12  1  0.15069532  0.89065228  0.70510223  1
  F  F13  1  0.83188483  0.09886551  0.28054069  1
  F  F14  1  0.65323952  0.07423331  0.81235401  1
  F  F15  1  0.67803528  0.76537884  0.47555526  1
  F  F16  1  0.32082710  0.57478208  0.85966637  1
  F  F17  1  0.16206221  0.21756011  0.02645745  1
  F  F18  1  0.17653317  0.57262305  0.36744723  1
"
LiCrPO4,mp-27042,14.0,-7.472314536456398,-7.102411804361097,-6.978947643703547,-0.0602045882107118,-0.0596508753971508,"# generated using pymatgen
data_LiCrPO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.40954122
_cell_length_b   6.30751337
_cell_length_c   5.59067713
_cell_angle_alpha   76.77135981
_cell_angle_beta   55.96940185
_cell_angle_gamma   47.26520621
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCrPO4
_chemical_formula_sum   'Li2 Cr2 P2 O8'
_cell_volume   154.07991709
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.93449431  0.56551094  0.93449944  1
  Li  Li1  1  0.68426068  0.31573822  0.68424918  1
  Cr  Cr2  1  0.03113023  0.96886986  0.03112679  1
  Cr  Cr3  1  0.28106229  0.21893858  0.28106221  1
  P  P4  1  0.63217341  0.86782493  0.63217422  1
  P  P5  1  0.38217845  0.61782139  0.38217959  1
  O  O6  1  0.35987244  0.48581743  0.20794233  1
  O  O7  1  0.20793818  0.94637093  0.35987371  1
  O  O8  1  0.30353580  0.04231959  0.76431559  1
  O  O9  1  0.76431430  0.88982912  0.30353533  1
  O  O10  1  0.24275654  0.60902614  0.71681072  1
  O  O11  1  0.81857630  0.53319036  0.64098155  1
  O  O12  1  0.64098329  0.00724854  0.81857485  1
  O  O13  1  0.71680776  0.43140997  0.24275849  1
"
LiHg2(SbO3)4,mp-768291,19.0,-5.296511277531469,-5.238669684821252,-5.123760555925465,-0.7456789839626436,1.2593734490199493,"# generated using pymatgen
data_LiHg2(SbO3)4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.07135871
_cell_length_b   5.01705743
_cell_length_c   9.78714483
_cell_angle_alpha   89.99999341
_cell_angle_beta   89.99997873
_cell_angle_gamma   90.07531160
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiHg2(SbO3)4
_chemical_formula_sum   'Li1 Hg2 Sb4 O12'
_cell_volume   249.01702629
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.99999979  0.50000032  0.07473201  1
  Hg  Hg1  1  -0.00000107  1.00000019  0.99082418  1
  Hg  Hg2  1  0.50000010  0.49999957  0.50362968  1
  Sb  Sb3  1  -0.00000002  1.00000009  0.33301231  1
  Sb  Sb4  1  0.00000020  -0.00000046  0.66708845  1
  Sb  Sb5  1  0.49999976  0.50000010  0.17699834  1
  Sb  Sb6  1  0.49999974  0.49999989  0.82932071  1
  O  O7  1  0.16718969  0.81879121  0.49863197  1
  O  O8  1  0.21093538  0.78535734  0.81303825  1
  O  O9  1  0.18831256  0.76594978  0.18459490  1
  O  O10  1  0.30345614  0.27091076  0.31293026  1
  O  O11  1  0.28970571  0.28517655  0.68887157  1
  O  O12  1  0.31412742  0.34246156  0.00475580  1
  O  O13  1  0.68587193  0.65753830  0.00475579  1
  O  O14  1  0.69654385  0.72908933  0.31293021  1
  O  O15  1  0.71029408  0.71482312  0.68887141  1
  O  O16  1  0.81168738  0.23405086  0.18459503  1
  O  O17  1  0.78906456  0.21464271  0.81303802  1
  O  O18  1  0.83281080  0.18120875  0.49863213  1
"
LiFe4(OF)4,mp-675006,13.0,-5.924280515091318,-5.80187852064434,-5.676565246695116,-0.6101454127193859,0.7051725613399096,"# generated using pymatgen
data_LiFe4(OF)4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.82927316
_cell_length_b   5.24705121
_cell_length_c   5.22442597
_cell_angle_alpha   87.96980872
_cell_angle_beta   89.23345923
_cell_angle_gamma   88.78430128
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiFe4(OF)4
_chemical_formula_sum   'Li1 Fe4 O4 F4'
_cell_volume   159.64787655
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.99069237  1.01170894  0.55840399  1
  Fe  Fe1  1  0.98850599  0.08452428  0.06370353  1
  Fe  Fe2  1  0.25243856  0.43487344  0.55824296  1
  Fe  Fe3  1  0.48860597  0.91073308  0.93766367  1
  Fe  Fe4  1  0.73505105  0.56311121  0.42288771  1
  O  O5  1  0.21693792  0.15052728  0.79581330  1
  O  O6  1  0.49499119  0.63876911  0.67128088  1
  O  O7  1  0.75649505  0.85135946  0.19864434  1
  O  O8  1  0.99153983  0.32767834  0.33065946  1
  F  F9  1  0.22466488  0.85795188  0.23093183  1
  F  F10  1  0.48819206  0.34711516  0.28556670  1
  F  F11  1  0.75802552  0.15309942  0.78587145  1
  F  F12  1  -0.01113835  0.66854941  0.67422114  1
"
LiMg2Sb,mp-1094572,8.0,-2.4910905333915285,-2.556342983445412,-2.312991162719124,-2.1910996663929376,0.0495072829051528,"# generated using pymatgen
data_LiMg2Sb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.25457007
_cell_length_b   6.25457023
_cell_length_c   5.03655790
_cell_angle_alpha   89.77763877
_cell_angle_beta   90.22234633
_cell_angle_gamma   119.39322336
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiMg2Sb
_chemical_formula_sum   'Li2 Mg4 Sb2'
_cell_volume   171.66354232
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.32844347  0.16726952  0.24782515  1
  Mg  Mg1  1  0.84457074  0.16532714  0.25175000  1
  Mg  Mg2  1  0.83698246  0.67463518  0.24920250  1
  Mg  Mg3  1  0.67463521  0.83698247  0.75079751  1
  Li  Li4  1  0.16726954  0.32844345  0.75217483  1
  Mg  Mg5  1  0.16532709  0.84457070  0.74824998  1
  Sb  Sb6  1  0.32277642  0.65999507  0.25021257  1
  Sb  Sb7  1  0.65999507  0.32277646  0.74978746  1
"
Li2CrNiO4,mp-768708,16.0,-5.946656648766937,-5.887661652788453,-5.683166150217638,0.5314966809390684,0.7120640205665181,"# generated using pymatgen
data_Li2CrNiO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.88346912
_cell_length_b   5.88338392
_cell_length_c   5.88414930
_cell_angle_alpha   119.75836881
_cell_angle_beta   120.17497740
_cell_angle_gamma   90.05026450
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li2CrNiO4
_chemical_formula_sum   'Li4 Cr2 Ni2 O8'
_cell_volume   144.10213663
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  -0.00036160  0.49999685  -0.00033247  1
  Li  Li1  1  0.00001323  0.50028439  0.50029342  1
  Li  Li2  1  0.00039851  0.00001400  0.50030073  1
  Li  Li3  1  0.49998645  0.49970491  -0.00030774  1
  Cr  Cr4  1  0.50002963  -0.00029876  0.49971482  1
  Cr  Cr5  1  -0.00001676  0.00030663  0.00028457  1
  Ni  Ni6  1  0.50024106  0.49997132  0.50024045  1
  Ni  Ni7  1  0.49973648  -0.00000390  -0.00025181  1
  O  O8  1  0.76555375  0.77043854  0.99386821  1
  O  O9  1  0.75243689  0.23031832  0.98024859  1
  O  O10  1  0.27660014  0.77171304  0.50613765  1
  O  O11  1  0.75009503  0.77225608  0.51976203  1
  O  O12  1  0.24944740  0.22780439  0.47976281  1
  O  O13  1  0.72342527  0.22895341  0.49458046  1
  O  O14  1  0.24801595  0.76966549  0.02027555  1
  O  O15  1  0.23439552  0.22887480  0.00541962  1
"
NaLi(CoO2)3,mp-2214604,11.0,-5.516915220151064,-5.450074888208873,-5.329650540411171,-0.161528431213024,0.4007678257747314,"# generated using pymatgen
data_NaLi(CoO2)3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.60491860
_cell_length_b   5.06808783
_cell_length_c   5.79919877
_cell_angle_alpha   62.55767329
_cell_angle_beta   58.63148556
_cell_angle_gamma   32.89087229
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaLi(CoO2)3
_chemical_formula_sum   'Na1 Li1 Co3 O6'
_cell_volume   117.11041936
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.18911675  0.03218981  0.39158785  1
  Li  Li1  1  0.84509744  0.94484295  0.55248947  1
  Co  Co2  1  0.04393380  0.90540507  1.00774488  1
  Co  Co3  1  0.48339232  0.89106385  0.69245616  1
  Co  Co4  1  0.63031663  0.01293225  0.08637993  1
  O  O5  1  0.08502028  0.23780232  0.79871185  1
  O  O6  1  0.23200988  0.63832068  0.24588270  1
  O  O7  1  0.43931236  0.22383983  0.85196029  1
  O  O8  1  0.61812429  0.67046673  0.33884625  1
  O  O9  1  0.78975744  0.18386337  0.81667209  1
  O  O10  1  0.83718982  0.84377213  0.27179154  1
"
LiTi(BiO3)2,mp-1386663,10.0,-6.398764762050911,-6.451245782766631,-6.318375047590587,1.980374969208112,0.4048073517604422,"# generated using pymatgen
data_LiTi(BiO3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.76372750
_cell_length_b   3.77257733
_cell_length_c   9.89758069
_cell_angle_alpha   88.92297471
_cell_angle_beta   88.90716222
_cell_angle_gamma   86.95980530
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiTi(BiO3)2
_chemical_formula_sum   'Li1 Ti1 Bi2 O6'
_cell_volume   140.28970046
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.48068684  0.48246629  0.76472950  1
  Li  Li1  1  0.48460902  0.48371309  0.28295642  1
  Bi  Bi2  1  0.06170512  0.06829861  0.53771968  1
  Bi  Bi3  1  0.99444431  0.99325653  0.08058500  1
  O  O4  1  0.98509782  0.48464677  0.20088462  1
  O  O5  1  0.48522925  0.98451563  0.20114987  1
  O  O6  1  0.97365855  0.46241017  0.70499047  1
  O  O7  1  0.46032823  0.97447568  0.70613173  1
  O  O8  1  0.45334466  0.44349790  0.47938287  1
  O  O9  1  0.47789513  0.47971826  0.94046982  1
"
Ba3LiMn3O9,mp-18840,16.0,-6.874702300787417,-6.673839219997487,-6.527603432720292,-1.282306991851466,1.4158725964351246,"# generated using pymatgen
data_Ba3LiMn3O9
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.18005150
_cell_length_b   8.17984246
_cell_length_c   8.15073770
_cell_angle_alpha   41.28280683
_cell_angle_beta   41.28121350
_cell_angle_gamma   41.44237106
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba3LiMn3O9
_chemical_formula_sum   'Ba3 Li1 Mn3 O9'
_cell_volume   214.91327769
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.78086099  0.78087955  0.76775617  1
  Ba  Ba1  1  0.22708777  0.22682700  0.24127126  1
  Ba  Ba2  1  0.97723322  0.97695858  0.98367153  1
  Li  Li3  1  0.11433388  0.11437772  0.09342672  1
  Mn  Mn4  1  0.61630251  0.61613739  0.62524309  1
  Mn  Mn5  1  0.38504797  0.38493268  0.37799234  1
  Mn  Mn6  1  0.50477829  0.50489349  0.49654793  1
  O  O7  1  0.50004140  0.98685964  0.51009282  1
  O  O8  1  0.98669716  0.50061484  0.50972454  1
  O  O9  1  0.49434512  0.49421093  1.00943099  1
  O  O10  1  0.30075813  0.30124018  0.72622806  1
  O  O11  1  0.30378340  0.76131490  0.28447895  1
  O  O12  1  0.76115198  0.30349026  0.28473019  1
  O  O13  1  0.69962274  0.26088537  0.71199704  1
  O  O14  1  0.70376008  0.70413597  0.27322545  1
  O  O15  1  0.26086136  0.69890746  0.71251591  1
"
LiCr2(FeO4)2,mp-768478,13.0,-6.748418216101555,-6.630866058005935,-6.508747813095362,0.2770401608584949,0.6636371838374542,"# generated using pymatgen
data_LiCr2(FeO4)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.12661551
_cell_length_b   5.12623351
_cell_length_c   6.21697448
_cell_angle_alpha   89.94568430
_cell_angle_beta   90.05414005
_cell_angle_gamma   67.05454530
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCr2(FeO4)2
_chemical_formula_sum   'Li1 Cr2 Fe2 O8'
_cell_volume   150.45579747
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.66186719  0.66024167  0.24999218  1
  Cr  Cr1  1  0.34501012  0.34572108  0.25000501  1
  Cr  Cr2  1  0.64363666  0.64324526  0.74999934  1
  Fe  Fe3  1  -0.00556265  -0.00629126  0.99430346  1
  Fe  Fe4  1  -0.00604717  -0.00582050  0.50571195  1
  O  O5  1  0.23578600  0.73467995  0.25076180  1
  O  O6  1  0.25912500  0.79279757  0.75007594  1
  O  O7  1  0.23978966  0.23903161  0.02886315  1
  O  O8  1  0.23783208  0.24101503  0.47115371  1
  O  O9  1  0.76692713  0.76900825  0.52089003  1
  O  O10  1  0.76936108  0.76658411  0.97910468  1
  O  O11  1  0.73391797  0.23592744  0.24922066  1
  O  O12  1  0.79335496  0.25886077  0.74991808  1
"
LiScMo3O8,mp-2214451,13.0,-7.59883593672529,-7.353077824567959,-7.147119676000131,-0.5392195213200024,1.753555931381757,"# generated using pymatgen
data_LiScMo3O8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.79803129
_cell_length_b   6.14269791
_cell_length_c   6.14269819
_cell_angle_alpha   60.00000064
_cell_angle_beta   90.00000128
_cell_angle_gamma   90.00002266
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiScMo3O8
_chemical_formula_sum   'Li1 Sc1 Mo3 O8'
_cell_volume   156.78772039
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.31870377  0.66666662  0.66666669  1
  Sc  Sc1  1  0.24522804  -0.00000008  0.00000002  1
  Mo  Mo2  1  0.75149792  0.49657319  0.49712813  1
  Mo  Mo3  1  0.75149793  0.49712806  0.00629871  1
  Mo  Mo4  1  0.75149777  0.00629868  0.49657323  1
  O  O5  1  0.95898376  0.66666669  0.66666667  1
  O  O6  1  0.97477050  0.16797629  0.66338286  1
  O  O7  1  0.97477033  0.16864111  0.16797601  1
  O  O8  1  0.97477050  0.66338252  0.16864110  1
  O  O9  1  0.52497603  0.33333319  0.33333342  1
  O  O10  1  0.50710052  0.82467490  0.34914299  1
  O  O11  1  0.50710048  0.82618179  0.82467525  1
  O  O12  1  0.50710046  0.34914306  0.82618193  1
"
Ba2LiErSbO6,mp-6231,11.0,-6.906891949178467,-6.316015926008222,-6.160131062754754,-4.535944305694225,0.790833495788152,"# generated using pymatgen
data_Ba2LiErSbO6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.30773360
_cell_length_b   6.30773372
_cell_length_c   6.08124893
_cell_angle_alpha   61.18081655
_cell_angle_beta   61.18081615
_cell_angle_gamma   57.52174255
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba2LiErSbO6
_chemical_formula_sum   'Ba2 Li1 Er1 Sb1 O6'
_cell_volume   170.48482998
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.79152094  0.79152101  0.70847909  1
  Ba  Ba1  1  0.20847891  0.20847887  0.29152114  1
  Er  Er2  1  -0.00000003  -0.00000007  -0.00000066  1
  Li  Li3  1  0.50000005  0.50000011  -0.00000010  1
  Sb  Sb4  1  0.49999999  0.49999989  0.50000013  1
  O  O5  1  0.26157805  0.73813701  0.75577776  1
  O  O6  1  0.26186319  0.73842177  0.24422237  1
  O  O7  1  0.73842209  0.26186287  0.75549295  1
  O  O8  1  0.25443664  0.25443666  0.74556333  1
  O  O9  1  0.73813667  0.26157837  0.24450744  1
  O  O10  1  0.74556349  0.74556351  0.25443654  1
"
LiFe2CuAs2(HO5)2,mp-644028,18.0,-5.843781459306024,-5.811483996918891,-5.753526797235195,0.3192271363376351,0.1193295943065378,"# generated using pymatgen
data_LiFe2CuAs2(HO5)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.90087829
_cell_length_b   5.71336066
_cell_length_c   8.01174580
_cell_angle_alpha   105.27470225
_cell_angle_beta   101.75690901
_cell_angle_gamma   111.71713218
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiFe2CuAs2(HO5)2
_chemical_formula_sum   'Li1 Fe2 Cu1 As2 H2 O10'
_cell_volume   227.98572063
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.49786062  0.51852251  0.98338396  1
  Fe  Fe1  1  0.87082916  0.40945558  0.79192296  1
  Fe  Fe2  1  0.12150478  0.60483159  0.18437840  1
  Cu  Cu3  1  1.00029954  0.01155344  0.99498617  1
  As  As4  1  0.26360374  0.87009506  0.66571299  1
  As  As5  1  0.73251438  0.15034698  0.33134159  1
  H  H6  1  0.28347564  0.47170281  0.62881101  1
  H  H7  1  0.69047129  0.54296145  0.38803572  1
  O  O8  1  0.49424625  0.19559099  0.77932640  1
  O  O9  1  0.49682312  0.82378265  0.21953300  1
  O  O10  1  0.41875825  0.66211940  0.70002827  1
  O  O11  1  0.56147078  0.35043665  0.33039705  1
  O  O12  1  0.02362419  0.79158939  0.76382359  1
  O  O13  1  0.92806051  0.23004100  0.20009293  1
  O  O14  1  0.12215980  0.77995662  0.43582716  1
  O  O15  1  0.91492023  0.22459600  0.54905159  1
  O  O16  1  0.13179781  0.35305918  0.96816642  1
  O  O17  1  0.88507893  0.68435868  0.04351370  1
"
LiZn(NiO2)4,mp-1041362,14.0,-4.582712517423089,-4.677009871047903,-4.5833488086656455,0.9596754681704924,0.3873548733516143,"# generated using pymatgen
data_LiZn(NiO2)4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.90376669
_cell_length_b   5.97710232
_cell_length_c   5.90383236
_cell_angle_alpha   58.59512631
_cell_angle_beta   57.97772724
_cell_angle_gamma   58.59478998
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiZn(NiO2)4
_chemical_formula_sum   'Li1 Zn1 Ni4 O8'
_cell_volume   141.86923830
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  -0.00004911  0.50000008  0.00004920  1
  Zn  Zn1  1  0.50035599  0.50000022  0.49964402  1
  Ni  Ni2  1  0.49971684  1.00000051  0.50028280  1
  Ni  Ni3  1  0.99989594  0.50003237  0.49998447  1
  Ni  Ni4  1  0.50001695  0.49996815  0.00010264  1
  Ni  Ni5  1  -0.00001319  0.00000048  0.00001298  1
  O  O6  1  0.75004520  0.29404913  0.75017298  1
  O  O7  1  0.22732980  0.26421803  0.72266873  1
  O  O8  1  0.24982714  0.70595172  0.24995483  1
  O  O9  1  0.72291134  0.26388783  0.22740850  1
  O  O10  1  0.25134156  0.29261461  0.25129136  1
  O  O11  1  0.74870925  0.70738585  0.74865767  1
  O  O12  1  0.27732510  0.73577887  0.77267557  1
  O  O13  1  0.77258617  0.73611614  0.27709427  1
"
Cs2LiMnV2(BrO3)2,mp-572800,14.0,-6.187135778324722,-5.978033758130512,-5.899372425994661,-1.683492504394219,0.1773586499019073,"# generated using pymatgen
data_Cs2LiMnV2(BrO3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.96053723
_cell_length_b   5.71682412
_cell_length_c   9.41860377
_cell_angle_alpha   107.67286898
_cell_angle_beta   90.62961232
_cell_angle_gamma   90.03301004
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs2LiMnV2(BrO3)2
_chemical_formula_sum   'Cs2 Li1 Mn1 V2 Br2 O6'
_cell_volume   305.77435823
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.04619102  0.62849862  0.25463907  1
  Cs  Cs1  1  0.04464636  0.37753231  0.75369621  1
  Li  Li2  1  0.19246904  0.20343210  0.40297546  1
  Mn  Mn3  1  0.51308177  0.99921290  0.99543974  1
  V  V4  1  0.52633278  0.79459676  0.59185405  1
  V  V5  1  0.60130376  0.19499378  0.39090314  1
  Br  Br6  1  0.52501817  0.50392047  0.00659388  1
  Br  Br7  1  0.96419696  0.00387125  0.00593514  1
  O  O8  1  0.42777839  0.48428679  0.49484503  1
  O  O9  1  0.43231230  0.88735935  0.77346194  1
  O  O10  1  0.80439980  0.79233493  0.59023715  1
  O  O11  1  0.88916810  0.20525312  0.41314618  1
  O  O12  1  0.43017739  0.00735520  0.49421494  1
  O  O13  1  0.44962615  0.11179643  0.22253306  1
"
