pretty_formula,filename,num_atoms,host_energy,Li_energy,Na_energy,host_energy_per_atom,Li_energy_per_atom,Na_energy_per_atom,Li_voltage,Na_voltage,host_structure,Li_structure,Na_structure
Li2FeCoO4,gen_57,8,-34.936948169800644,-46.49450619976197,-43.26615529323816,-5.822824694966774,-5.8118132749702465,-5.40826941165477,0.8355790149806639,0.14530356171875658,"# generated using pymatgen
data_FeCoO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.77686414
_cell_length_b   3.77589054
_cell_length_c   5.31325989
_cell_angle_alpha   69.14145822
_cell_angle_beta   69.13081712
_cell_angle_gamma   89.88834609
_symmetry_Int_Tables_number   1
_chemical_formula_structural   FeCoO4
_chemical_formula_sum   'Fe1 Co1 O4'
_cell_volume   65.48109530
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Fe  Fe1  1  0.68503458  0.71005806  0.27322487  1.0
  Co  Co1  1  0.43507558  0.95996100  0.77330000  1.0
  O  O1  1  0.23270017  0.75762383  0.17794310  1.0
  O  O2  1  0.89520384  0.92019021  0.85303304  1.0
  O  O3  1  0.63740033  0.16238002  0.36854318  1.0
  O  O4  1  0.47498509  0.49989897  0.69349903  1.0
","# generated using pymatgen
data_Li2FeCoO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.08378344
_cell_length_b   4.08781506
_cell_length_c   5.12955816
_cell_angle_alpha   66.57018863
_cell_angle_beta   66.60054965
_cell_angle_gamma   90.04694713
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li2FeCoO4
_chemical_formula_sum   'Li2 Fe1 Co1 O4'
_cell_volume   70.81659175
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.93510408  0.45972049  0.77358505  1.0
  Li  Li2  1  0.18513418  0.21019672  0.27311831  1.0
  Fe  Fe1  1  0.68515820  0.71001902  0.27334343  1.0
  Co  Co1  1  0.43523309  0.96013194  0.77310568  1.0
  O  O1  1  0.20977036  0.73462301  0.22409536  1.0
  O  O2  1  0.91974489  0.94460791  0.80388941  1.0
  O  O3  1  0.66057254  0.18546321  0.32241279  1.0
  O  O4  1  0.45060252  0.47551031  0.74255880  1.0
","# generated using pymatgen
data_Na2FeCoO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.44712386
_cell_length_b   4.44772451
_cell_length_c   5.37583579
_cell_angle_alpha   65.59320756
_cell_angle_beta   65.58782896
_cell_angle_gamma   89.98397706
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Na2FeCoO4
_chemical_formula_sum   'Na2 Fe1 Co1 O4'
_cell_volume   86.28847701
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.93557549  0.46045571  0.77322060  1.0
  Na  Na1  1  0.18509365  0.21070367  0.27328872  1.0
  Fe  Fe1  1  0.68542573  0.71320973  0.27325905  1.0
  Co  Co1  1  0.43738833  0.96250601  0.77330037  1.0
  O  O1  1  0.21957666  0.74537733  0.20263915  1.0
  O  O2  1  0.90213180  0.92890601  0.83551995  1.0
  O  O3  1  0.64966851  0.17117837  0.34387220  1.0
  O  O4  1  0.46645971  0.48793577  0.71100880  1.0
"
CrNiO3,gen_58,,,,,,,,,,,,
LiCrCu(NiO3)2,gen_59,11,-55.528536170318006,-60.561177149047595,-58.06633996978778,-5.552853617031801,-5.5055615590043265,-5.278758179071616,0.08944097872958867,-1.4814962005302292,"# generated using pymatgen
data_CrCu(NiO3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97337698
_cell_length_b   4.96596689
_cell_length_c   5.41858118
_cell_angle_alpha   63.66378025
_cell_angle_beta   61.64365185
_cell_angle_gamma   62.09049890
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CrCu(NiO3)2
_chemical_formula_sum   'Cr1 Cu1 Ni2 O6'
_cell_volume   99.76671722
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr1  1  0.08961204  0.66775269  0.26535661  1.0
  Cu  Cu1  1  0.77220502  0.34903738  0.19513780  1.0
  Ni  Ni1  1  0.28255339  0.85448433  0.66816749  1.0
  Ni  Ni2  1  0.57343343  0.15637247  0.78893690  1.0
  O  O1  1  0.47572285  0.74286519  0.98277784  1.0
  O  O2  1  0.87537447  0.06078268  0.99374673  1.0
  O  O3  1  0.37662125  0.26941956  0.46353902  1.0
  O  O4  1  0.15939864  0.45026866  0.99417334  1.0
  O  O5  1  0.70270984  0.54902538  0.46669655  1.0
  O  O6  1  -0.00691477  0.91862789  0.47735428  1.0
","# generated using pymatgen
data_LiCrCu(NiO3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.98679010
_cell_length_b   4.98871703
_cell_length_c   5.61294885
_cell_angle_alpha   63.60794073
_cell_angle_beta   63.56000252
_cell_angle_gamma   60.09979911
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCrCu(NiO3)2
_chemical_formula_sum   'Li1 Cr1 Cu1 Ni2 O6'
_cell_volume   103.83841289
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.43136927  0.00331106  0.22677776  1.0
  Cr  Cr1  1  0.08234841  0.65543263  0.27140267  1.0
  Cu  Cu1  1  0.77803663  0.34983918  0.18492304  1.0
  Ni  Ni1  1  0.26811768  0.84058240  0.71415954  1.0
  Ni  Ni2  1  0.59253861  0.16543976  0.74071262  1.0
  O  O1  1  0.47619789  0.75515024  0.99838469  1.0
  O  O2  1  0.86104484  0.04899219  0.99722386  1.0
  O  O3  1  0.36406922  0.25864855  0.46455097  1.0
  O  O4  1  0.18427552  0.43321989  0.99794008  1.0
  O  O5  1  0.68882762  0.57625245  0.46394760  1.0
  O  O6  1  0.00532417  0.93424992  0.46331515  1.0
","# generated using pymatgen
data_NaCrCu(NiO3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.09410639
_cell_length_b   5.09549803
_cell_length_c   5.73654091
_cell_angle_alpha   63.63032054
_cell_angle_beta   63.42120775
_cell_angle_gamma   60.19787776
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaCrCu(NiO3)2
_chemical_formula_sum   'Na1 Cr1 Cu1 Ni2 O6'
_cell_volume   110.73593338
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.43159656  0.00288485  0.22905416  1.0
  Cr  Cr1  1  0.08071324  0.65924977  0.27462873  1.0
  Cu  Cu1  1  0.77770945  0.35114506  0.17880611  1.0
  Ni  Ni1  1  0.26208547  0.84173139  0.72368195  1.0
  Ni  Ni2  1  0.59337637  0.17711958  0.73036120  1.0
  O  O1  1  0.46934657  0.73496542  1.00038123  1.0
  O  O2  1  0.87735585  0.05445288  0.98738783  1.0
  O  O3  1  0.36450794  0.26752874  0.47558654  1.0
  O  O4  1  0.17030329  0.45308058  0.99094206  1.0
  O  O5  1  0.71353727  0.55622266  0.46622085  1.0
  O  O6  1  -0.00838213  0.92273733  0.46628732  1.0
"
LiBeCr4O8,gen_6,14,-96.17917795976524,-102.06062222027889,-100.49463283078346,-7.398398304597326,-7.290044444305635,-7.178188059341676,0.9382442605136463,0.29615487101821847,"# generated using pymatgen
data_BeCr4O8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.56583316
_cell_length_b   5.56530841
_cell_length_c   5.56404984
_cell_angle_alpha   63.71227954
_cell_angle_beta   63.71244914
_cell_angle_gamma   63.73643600
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BeCr4O8
_chemical_formula_sum   'Be1 Cr4 O8'
_cell_volume   131.87805947
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Be  Be1  1  0.75976610  0.03599025  0.57910989  1.0
  Cr  Cr1  1  0.14144940  0.92574441  0.96019094  1.0
  Cr  Cr2  1  0.53421640  0.81065912  0.35338842  1.0
  Cr  Cr3  1  0.14090196  0.41760053  0.46901564  1.0
  Cr  Cr4  1  0.64971019  0.41701437  0.96077062  1.0
  O  O1  1  0.39070114  0.66684804  0.20992541  1.0
  O  O2  1  0.87010982  0.14625251  0.21979059  1.0
  O  O3  1  0.87016332  0.67655078  0.68960279  1.0
  O  O4  1  0.38299777  0.65959566  0.72706702  1.0
  O  O5  1  0.38340648  0.18409251  0.20215420  1.0
  O  O6  1  0.90774642  0.65906903  0.20287723  1.0
  O  O7  1  0.40054620  0.14628555  0.68937086  1.0
  O  O8  1  0.89104426  0.16711178  0.71039061  1.0
","# generated using pymatgen
data_LiBeCr4O8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.73179908
_cell_length_b   5.73272999
_cell_length_c   5.73411261
_cell_angle_alpha   61.26365357
_cell_angle_beta   61.26621042
_cell_angle_gamma   61.24271819
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiBeCr4O8
_chemical_formula_sum   'Li1 Be1 Cr4 O8'
_cell_volume   136.99769743
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.13688566  0.41292217  0.95618053  1.0
  Be  Be1  1  0.75251390  0.02859463  0.57184446  1.0
  Cr  Cr1  1  0.13940698  0.92644593  0.95857798  1.0
  Cr  Cr2  1  0.52278329  0.79897879  0.34231946  1.0
  Cr  Cr3  1  0.13924994  0.41552631  0.46964688  1.0
  Cr  Cr4  1  0.65033101  0.41537108  0.95873807  1.0
  O  O1  1  0.38786272  0.66394001  0.20719930  1.0
  O  O2  1  0.88106315  0.15702473  0.21457472  1.0
  O  O3  1  0.88091505  0.67135272  0.70032956  1.0
  O  O4  1  0.38823008  0.66422535  0.72404067  1.0
  O  O5  1  0.38812037  0.18085504  0.20760608  1.0
  O  O6  1  0.90470468  0.66443936  0.20741566  1.0
  O  O7  1  0.39525563  0.15709534  0.70026115  1.0
  O  O8  1  0.89379100  0.16995051  0.71309683  1.0
","# generated using pymatgen
data_NaBeCr4O8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.12500922
_cell_length_b   6.12438056
_cell_length_c   6.12357880
_cell_angle_alpha   56.92379703
_cell_angle_beta   56.92179586
_cell_angle_gamma   56.93222495
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaBeCr4O8
_chemical_formula_sum   'Na1 Be1 Cr4 O8'
_cell_volume   150.91018745
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.14004155  0.41616347  0.95940675  1.0
  Be  Be1  1  0.71904589  -0.00480946  0.53845567  1.0
  Cr  Cr1  1  0.14210887  0.92812986  0.96099691  1.0
  Cr  Cr2  1  0.51698524  0.79306195  0.33622392  1.0
  Cr  Cr3  1  0.14166387  0.41824447  0.47134705  1.0
  Cr  Cr4  1  0.65201927  0.41775598  0.96146656  1.0
  O  O1  1  0.39170816  0.66785277  0.21104565  1.0
  O  O2  1  0.87198783  0.14793646  0.21486615  1.0
  O  O3  1  0.87179033  0.67164450  0.69137357  1.0
  O  O4  1  0.40507632  0.68115455  0.71528506  1.0
  O  O5  1  0.40506890  0.17205183  0.22436507  1.0
  O  O6  1  0.89593830  0.68116922  0.22439530  1.0
  O  O7  1  0.39551235  0.14813097  0.69114942  1.0
  O  O8  1  0.91216662  0.18823545  0.73145428  1.0
"
LaCr2NiO6,gen_60,,,,,,,,,,,,
LiCrBiRhO6,gen_61,10,-57.39365747042427,-62.389469812030754,-59.783533985653314,-6.377073052269363,-6.238946981203076,-5.978353398565331,0.05261234160648076,-1.629423484770959,"# generated using pymatgen
data_CrBiRhO6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.33939698
_cell_length_b   5.30477032
_cell_length_c   5.30413680
_cell_angle_alpha   59.99975348
_cell_angle_beta   90.01718797
_cell_angle_gamma   90.01769106
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CrBiRhO6
_chemical_formula_sum   'Cr1 Bi1 Rh1 O6'
_cell_volume   105.74022009
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr1  1  0.24523366  0.75671851  0.41804403  1.0
  Bi  Bi1  1  0.74523689  0.09006191  0.75138111  1.0
  Rh  Rh1  1  0.74524125  0.42336229  0.08467694  1.0
  O  O1  1  0.99916489  0.43444303  0.39394177  1.0
  O  O2  1  0.49128730  0.73254476  0.09568755  1.0
  O  O3  1  0.99916759  0.10324984  0.09572681  1.0
  O  O4  1  0.49131463  0.43439118  0.76443701  1.0
  O  O5  1  0.99917946  0.73263830  0.76447209  1.0
  O  O6  1  0.49131173  0.10318301  0.39385761  1.0
","# generated using pymatgen
data_LiCrBiRhO6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.71453739
_cell_length_b   5.23259078
_cell_length_c   5.23447442
_cell_angle_alpha   60.00342582
_cell_angle_beta   89.93431317
_cell_angle_gamma   89.93520200
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCrBiRhO6
_chemical_formula_sum   'Li1 Cr1 Bi1 Rh1 O6'
_cell_volume   111.83408390
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.24521935  0.42348470  0.08466223  1.0
  Cr  Cr1  1  0.24532785  0.75671323  0.41802220  1.0
  Bi  Bi1  1  0.74525576  0.08998619  0.75139672  1.0
  Rh  Rh1  1  0.74528582  0.42333565  0.08483165  1.0
  O  O1  1  0.99917885  0.43318350  0.39535568  1.0
  O  O2  1  0.49077038  0.73402741  0.09429809  1.0
  O  O3  1  0.99967011  0.10281288  0.09438025  1.0
  O  O4  1  0.49171900  0.43363914  0.76416163  1.0
  O  O5  1  0.99914101  0.73379109  0.76410952  1.0
  O  O6  1  0.49127168  0.10301184  0.39539624  1.0
","# generated using pymatgen
data_NaCrBiRhO6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.93403152
_cell_length_b   5.28138776
_cell_length_c   5.28340864
_cell_angle_alpha   60.00147954
_cell_angle_beta   89.95047603
_cell_angle_gamma   89.95293099
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaCrBiRhO6
_chemical_formula_sum   'Na1 Cr1 Bi1 Rh1 O6'
_cell_volume   119.23426433
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.24529898  0.42340011  0.08463950  1.0
  Cr  Cr1  1  0.24526982  0.75676582  0.41794458  1.0
  Bi  Bi1  1  0.74528971  0.09008256  0.75130689  1.0
  Rh  Rh1  1  0.74526121  0.42336596  0.08473405  1.0
  O  O1  1  0.98275928  0.43480010  0.40431620  1.0
  O  O2  1  0.50762565  0.74323548  0.09613239  1.0
  O  O3  1  0.98296255  0.09211719  0.09601455  1.0
  O  O4  1  0.50776996  0.43497841  0.75353980  1.0
  O  O5  1  0.98286371  0.74299303  0.75345169  1.0
  O  O6  1  0.50773895  0.09224698  0.40453455  1.0
"
LiCo(Ni2O3)2,gen_62,12,-55.325150888462346,-60.92148968213334,-59.35492475018796,-5.029559171678395,-5.076790806844445,-4.9462437291823305,0.6531387936709949,0.01047386172561593,"# generated using pymatgen
data_Co(Ni2O3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.10613339
_cell_length_b   5.10423464
_cell_length_c   5.10472277
_cell_angle_alpha   120.23473376
_cell_angle_beta   99.61480995
_cell_angle_gamma   99.58590006
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Co(Ni2O3)2
_chemical_formula_sum   'Co1 Ni4 O6'
_cell_volume   108.31480012
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Co  Co1  1  0.35462972  0.79370817  0.63461909  1.0
  Ni  Ni1  1  0.85469300  0.29206124  0.13635713  1.0
  Ni  Ni2  1  0.35466714  0.45550212  0.97295037  1.0
  Ni  Ni3  1  0.85470472  0.62514939  0.80329036  1.0
  Ni  Ni4  1  0.35467404  0.11611553  0.31223669  1.0
  O  O1  1  0.12448223  0.69488525  0.22974973  1.0
  O  O2  1  0.57660667  0.53497268  0.40478454  1.0
  O  O3  1  0.58800003  0.86865040  0.00952645  1.0
  O  O4  1  0.13270284  0.02366761  0.89337422  1.0
  O  O5  1  0.12138742  0.41895088  0.55975345  1.0
  O  O6  1  0.58481479  0.19849436  0.73346293  1.0
","# generated using pymatgen
data_LiCo(Ni2O3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.10469816
_cell_length_b   5.10677748
_cell_length_c   5.10725023
_cell_angle_alpha   120.10257745
_cell_angle_beta   99.61202146
_cell_angle_gamma   99.58132038
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCo(Ni2O3)2
_chemical_formula_sum   'Li1 Co1 Ni4 O6'
_cell_volume   108.56994298
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.85474942  0.94514627  0.48259132  1.0
  Co  Co1  1  0.35477514  0.79146499  0.63709592  1.0
  Ni  Ni1  1  0.85465221  0.28945445  0.13865430  1.0
  Ni  Ni2  1  0.35472806  0.45571226  0.97255495  1.0
  Ni  Ni3  1  0.85467137  0.62361424  0.80469012  1.0
  Ni  Ni4  1  0.35470989  0.12068222  0.30764812  1.0
  O  O1  1  0.11450367  0.70355438  0.23570266  1.0
  O  O2  1  0.58845224  0.54488523  0.40156403  1.0
  O  O3  1  0.59182684  0.86810465  0.02263999  1.0
  O  O4  1  0.12088176  0.02680490  0.88334027  1.0
  O  O5  1  0.11755165  0.40569979  0.56016548  1.0
  O  O6  1  0.59479671  0.19251551  0.72474893  1.0
","# generated using pymatgen
data_NaCo(Ni2O3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.18649361
_cell_length_b   5.18176285
_cell_length_c   5.18210161
_cell_angle_alpha   120.10303261
_cell_angle_beta   99.67084386
_cell_angle_gamma   99.65217258
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaCo(Ni2O3)2
_chemical_formula_sum   'Na1 Co1 Ni4 O6'
_cell_volume   113.47340389
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.85477839  0.95966304  0.46872682  1.0
  Co  Co1  1  0.35467117  0.78971257  0.63847624  1.0
  Ni  Ni1  1  0.85469362  0.29092573  0.13731361  1.0
  Ni  Ni2  1  0.35460964  0.45303827  0.97528695  1.0
  Ni  Ni3  1  0.85467554  0.62582867  0.80236465  1.0
  Ni  Ni4  1  0.35473699  0.11902371  0.30920470  1.0
  O  O1  1  0.12615944  0.69108469  0.22734703  1.0
  O  O2  1  0.58053622  0.53211931  0.40474665  1.0
  O  O3  1  0.58963988  0.86788905  0.01425256  1.0
  O  O4  1  0.12880368  0.02341551  0.89616129  1.0
  O  O5  1  0.11981767  0.41400200  0.56030886  1.0
  O  O6  1  0.58317671  0.20093633  0.73720674  1.0
"
CrO2,gen_63,,,,,,,,,,,,
Cr3O4,gen_64,,,,,,,,,,,,
CrNiO2,gen_65,,,,,,,,,,,,
CrAgO2,gen_66,,,,,,,,,,,,
CrNiO3,gen_67,,,,,,,,,,,,
Al2Cr(NiO3)2,gen_68,,,,,,,,,,,,
LiCr(NiO2)2,gen_69,8,-39.566490969452325,-46.13823784036331,-42.857795707337615,-5.6523558527789035,-5.767279730045414,-5.357224463417202,1.6285468709109852,-0.727995262114709,"# generated using pymatgen
data_Cr(NiO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.45629446
_cell_length_b   4.55597138
_cell_length_c   4.55806872
_cell_angle_alpha   90.12719008
_cell_angle_beta   91.37230741
_cell_angle_gamma   91.66200037
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cr(NiO2)2
_chemical_formula_sum   'Cr1 Ni2 O4'
_cell_volume   92.47547412
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr1  1  0.57253922  0.52875938  0.51508268  1.0
  Ni  Ni1  1  0.07403062  0.04046198  0.54507301  1.0
  Ni  Ni2  1  0.07285147  0.55737190  0.02722166  1.0
  O  O1  1  0.31421517  0.30432585  0.28969059  1.0
  O  O2  1  0.81708198  0.31665188  0.74803131  1.0
  O  O3  1  0.81772854  0.76315806  0.30227839  1.0
  O  O4  1  0.33850414  0.75025656  0.73710865  1.0
","# generated using pymatgen
data_LiCr(NiO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.02949360
_cell_length_b   2.95198552
_cell_length_c   5.03332341
_cell_angle_alpha   90.00075548
_cell_angle_beta   89.08290217
_cell_angle_gamma   89.99748803
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCr(NiO2)2
_chemical_formula_sum   'Li1 Cr1 Ni2 O4'
_cell_volume   74.72014089
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.57233567  0.21332388  0.02354351  1.0
  Cr  Cr1  1  0.57227414  0.30466967  0.52365753  1.0
  Ni  Ni1  1  0.07233775  -0.19865080  0.52361825  1.0
  Ni  Ni2  1  0.07234308  0.78531947  0.02354076  1.0
  O  O1  1  0.24734983  0.29533736  0.27301913  1.0
  O  O2  1  0.89728526  0.29537224  0.77410585  1.0
  O  O3  1  0.73825077  0.80160657  0.29865942  1.0
  O  O4  1  0.40639670  0.80164676  0.74841156  1.0
","# generated using pymatgen
data_NaCr(NiO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.72358839
_cell_length_b   4.65637006
_cell_length_c   4.68643868
_cell_angle_alpha   90.02079394
_cell_angle_beta   90.38438533
_cell_angle_gamma   90.16348110
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaCr(NiO2)2
_chemical_formula_sum   'Na1 Cr1 Ni2 O4'
_cell_volume   103.07442006
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.57257848  0.03784194  0.02435575  1.0
  Cr  Cr1  1  0.57239885  0.52163421  0.52143027  1.0
  Ni  Ni1  1  0.07224772  0.03755408  0.52695922  1.0
  Ni  Ni2  1  0.07261852  0.55648024  0.02371200  1.0
  O  O1  1  0.29433281  0.31506613  0.29184370  1.0
  O  O2  1  0.84640068  0.31880178  0.75414048  1.0
  O  O3  1  0.83126084  0.75699992  0.31021214  1.0
  O  O4  1  0.31673532  0.75424684  0.73590241  1.0
"
