pretty_formula,filename,num_atoms,host_energy,Li_energy,Na_energy,host_energy_per_atom,Li_energy_per_atom,Na_energy_per_atom,Li_voltage,Na_voltage,host_structure,Li_structure,Na_structure
CrO,gen_1410,,,,,,,,,,,,
CrNiO3,gen_1411,,,,,,,,,,,,
Li3Cr4CuO9,gen_1412,17,-95.31532803095202,-110.52036623584807,-107.10272753322788,-6.808237716496572,-6.501198013873416,-6.300160443131052,0.12514606829868535,-0.0901668325747127,"# generated using pymatgen
data_Cr4CuO9
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.98612833
_cell_length_b   6.02627623
_cell_length_c   6.01387362
_cell_angle_alpha   60.22310019
_cell_angle_beta   90.14218980
_cell_angle_gamma   59.84470409
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cr4CuO9
_chemical_formula_sum   'Cr4 Cu1 O9'
_cell_volume   153.36776610
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr1  1  0.41331170  0.32336301  0.49633475  1.0
  Cr  Cr2  1  0.41311696  0.82010125  0.49644095  1.0
  Cr  Cr3  1  0.41318455  0.32355422  -0.00703531  1.0
  Cr  Cr4  1  0.91567482  0.82080107  0.49611088  1.0
  Cu  Cu1  1  0.78583457  0.57387827  0.11953428  1.0
  O  O1  1  0.18282103  0.78292812  0.30269687  1.0
  O  O2  1  0.04324741  0.06947782  0.87206014  1.0
  O  O3  1  0.18344984  0.78319915  0.72736034  1.0
  O  O4  1  0.65289522  0.29700779  0.25853580  1.0
  O  O5  1  0.60991749  0.35868553  0.72741159  1.0
  O  O6  1  0.18198705  0.36122266  0.72531974  1.0
  O  O7  1  0.19818322  0.29790920  0.25696001  1.0
  O  O8  1  0.65052205  0.84725621  0.25609218  1.0
  O  O9  1  0.65165047  0.84711954  0.70957256  1.0
","# generated using pymatgen
data_Li3Cr4CuO9
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.11503332
_cell_length_b   6.23626967
_cell_length_c   6.22516156
_cell_angle_alpha   60.07375919
_cell_angle_beta   90.00591535
_cell_angle_gamma   59.49537045
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li3Cr4CuO9
_chemical_formula_sum   'Li3 Cr4 Cu1 O9'
_cell_volume   166.75240258
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.95953773  0.26509879  0.55809387  1.0
  Li  Li2  1  0.95940119  0.83917712  -0.01108062  1.0
  Li  Li3  1  0.96007410  0.26975194  -0.01457316  1.0
  Cr  Cr1  1  0.41029434  0.32511648  0.49617731  1.0
  Cr  Cr2  1  0.41065208  0.82154894  0.49485853  1.0
  Cr  Cr3  1  0.41046322  0.32633715  -0.00876638  1.0
  Cr  Cr4  1  0.90384926  0.82876635  0.49192106  1.0
  Cu  Cu1  1  0.57454500  0.71343612  0.04959595  1.0
  O  O1  1  0.17034276  0.78448178  0.31145411  1.0
  O  O2  1  0.20243400  -0.03643662  0.92483067  1.0
  O  O3  1  0.17036145  0.78570761  0.71551928  1.0
  O  O4  1  0.64645329  0.29385378  0.26007249  1.0
  O  O5  1  0.63075816  0.34504338  0.73372933  1.0
  O  O6  1  0.16851518  0.38302634  0.71530181  1.0
  O  O7  1  0.19522127  0.30016318  0.25602691  1.0
  O  O8  1  0.64515561  0.85623198  0.25739440  1.0
  O  O9  1  0.64499352  0.85507173  0.69884083  1.0
","# generated using pymatgen
data_Na3Cr4CuO9
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.32298260
_cell_length_b   6.32726563
_cell_length_c   6.32547205
_cell_angle_alpha   60.11091311
_cell_angle_beta   90.00290246
_cell_angle_gamma   60.10610183
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Na3Cr4CuO9
_chemical_formula_sum   'Na3 Cr4 Cu1 O9'
_cell_volume   179.52440625
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.93445487  0.30129391  0.51525326  1.0
  Na  Na1  1  0.93414482  0.82140240  -0.00416268  1.0
  Na  Na2  1  0.93420060  0.30234757  -0.00444745  1.0
  Cr  Cr1  1  0.41717321  0.32140855  0.49873119  1.0
  Cr  Cr2  1  0.41746868  0.81586682  0.49803665  1.0
  Cr  Cr3  1  0.41718587  0.32223942  -0.00782696  1.0
  Cr  Cr4  1  0.91880229  0.81872123  0.49690342  1.0
  Cu  Cu1  1  0.54413775  0.73243622  0.04112351  1.0
  O  O1  1  0.18418743  0.77299551  0.32207302  1.0
  O  O2  1  0.19970792  -0.03400188  0.92349104  1.0
  O  O3  1  0.18407810  0.77334112  0.71723415  1.0
  O  O4  1  0.65264664  0.28861461  0.26207085  1.0
  O  O5  1  0.61441222  0.35563495  0.72839283  1.0
  O  O6  1  0.18278789  0.37991981  0.71619713  1.0
  O  O7  1  0.22381001  0.28167752  0.26537317  1.0
  O  O8  1  0.65214121  0.85125998  0.26123996  1.0
  O  O9  1  0.65171262  0.85121831  0.69971330  1.0
"
LiNi7O8,gen_1413,16,-71.91308135473912,-77.16301130441597,-75.6460069193456,-4.794205423649275,-4.822688206525998,-4.7278754324591,0.3067299496768543,-0.2863744353935247,"# generated using pymatgen
data_Ni7O8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.92111242
_cell_length_b   5.92095694
_cell_length_c   5.92356094
_cell_angle_alpha   60.09831614
_cell_angle_beta   60.11351165
_cell_angle_gamma   60.10636339
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ni7O8
_chemical_formula_sum   'Ni7 O8'
_cell_volume   147.19920543
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ni  Ni1  1  0.36656128  0.30398329  0.25780835  1.0
  Ni  Ni2  1  0.86658528  0.80395781  0.75782250  1.0
  Ni  Ni3  1  0.86658901  0.80395487  0.25784262  1.0
  Ni  Ni4  1  0.36661085  0.80394290  0.75783869  1.0
  Ni  Ni5  1  0.86660122  0.30396407  0.25783064  1.0
  Ni  Ni6  1  0.86655458  0.30395157  0.75784838  1.0
  Ni  Ni7  1  0.36652667  0.80397135  0.25785053  1.0
  O  O1  1  0.11664810  0.05398276  0.50793587  1.0
  O  O2  1  0.09080114  0.57985087  0.48205083  1.0
  O  O3  1  0.64249021  0.02816997  0.48192346  1.0
  O  O4  1  0.61653422  0.55390877  0.00775147  1.0
  O  O5  1  0.09060361  0.57982286  0.03367261  1.0
  O  O6  1  0.09076565  0.02822998  0.03374591  1.0
  O  O7  1  0.64232122  0.57974086  0.48198991  1.0
  O  O8  1  0.64231668  0.02812804  0.03362911  1.0
","# generated using pymatgen
data_LiNi7O8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.93186499
_cell_length_b   5.93157679
_cell_length_c   5.93485308
_cell_angle_alpha   60.12189548
_cell_angle_beta   60.13927188
_cell_angle_gamma   60.13120387
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiNi7O8
_chemical_formula_sum   'Li1 Ni7 O8'
_cell_volume   148.09528563
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.36657149  0.30419162  0.75793153  1.0
  Ni  Ni1  1  0.36651334  0.30398825  0.25782949  1.0
  Ni  Ni2  1  0.86653054  0.80407459  0.75784647  1.0
  Ni  Ni3  1  0.86669582  0.80384356  0.25780392  1.0
  Ni  Ni4  1  0.36636534  0.80425251  0.75788140  1.0
  Ni  Ni5  1  0.86648393  0.30396956  0.25794128  1.0
  Ni  Ni6  1  0.86674368  0.30403191  0.75777799  1.0
  Ni  Ni7  1  0.36678639  0.80377370  0.25800040  1.0
  O  O1  1  0.11643562  0.05414579  0.50786000  1.0
  O  O2  1  0.11350081  0.55697018  0.50483984  1.0
  O  O3  1  0.61967319  0.05074529  0.50481904  1.0
  O  O4  1  0.61655223  0.55412889  0.00789782  1.0
  O  O5  1  0.11355341  0.55713820  0.01113717  1.0
  O  O6  1  0.11362524  0.05091494  0.01083654  1.0
  O  O7  1  0.61974615  0.55665690  0.50462580  1.0
  O  O8  1  0.61930400  0.05092572  0.01044372  1.0
","# generated using pymatgen
data_NaNi7O8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.99578248
_cell_length_b   5.99666273
_cell_length_c   6.03021220
_cell_angle_alpha   59.82630738
_cell_angle_beta   59.84478720
_cell_angle_gamma   60.39118350
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaNi7O8
_chemical_formula_sum   'Na1 Ni7 O8'
_cell_volume   153.37341420
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.36655472  0.30399429  0.75784043  1.0
  Ni  Ni1  1  0.36657372  0.30398473  0.25783448  1.0
  Ni  Ni2  1  0.86657003  0.80398272  0.75783477  1.0
  Ni  Ni3  1  0.86656050  0.80398973  0.25783949  1.0
  Ni  Ni4  1  0.36652692  0.80403052  0.75779738  1.0
  Ni  Ni5  1  0.86661726  0.30393159  0.25788821  1.0
  Ni  Ni6  1  0.86652292  0.30402292  0.75789166  1.0
  Ni  Ni7  1  0.36660325  0.80394142  0.25780320  1.0
  O  O1  1  0.11658905  0.05398080  0.50786093  1.0
  O  O2  1  0.10374840  0.56680882  0.49503843  1.0
  O  O3  1  0.62881712  0.04173553  0.49559035  1.0
  O  O4  1  0.61655857  0.55397335  0.00781824  1.0
  O  O5  1  0.10431119  0.56624126  0.02009049  1.0
  O  O6  1  0.09047595  0.02791913  0.03395522  1.0
  O  O7  1  0.64265745  0.58005908  0.48173654  1.0
  O  O8  1  0.62939417  0.04115569  0.02065256  1.0
"
CrO,gen_1414,,,,,,,,,,,,
LiCoNi3O5,gen_1415,20,-88.21743902273194,-98.71393817379465,-95.78480115353182,-4.900968834596219,-4.935696908689732,-4.789240057676591,0.3050495755313536,-0.23561893460006056,"# generated using pymatgen
data_CoNi3O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.83769726
_cell_length_b   7.51073326
_cell_length_c   9.93805628
_cell_angle_alpha   90.58777155
_cell_angle_beta   90.32707227
_cell_angle_gamma   90.07699027
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CoNi3O5
_chemical_formula_sum   'Co2 Ni6 O10'
_cell_volume   211.79684919
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Co  Co1  1  0.29268391  0.45593722  0.60966293  1.0
  Co  Co2  1  0.30628286  0.22601127  0.06593790  1.0
  Ni  Ni1  1  0.28565575  0.61348187  0.14951634  1.0
  Ni  Ni2  1  0.29428715  0.17624461  0.79442830  1.0
  Ni  Ni3  1  0.79409280  0.83523869  0.88226392  1.0
  Ni  Ni4  1  0.79027771  0.86934615  0.60166052  1.0
  Ni  Ni5  1  0.78353557  0.95837041  0.32951249  1.0
  Ni  Ni6  1  0.78727800  0.31245872  0.32734852  1.0
  O  O1  1  0.28667317  0.90902813  0.46772169  1.0
  O  O2  1  0.29501801  0.71590454  0.96761805  1.0
  O  O3  1  0.29090026  0.91884136  0.74893357  1.0
  O  O4  1  0.78265285  0.41834966  0.13682039  1.0
  O  O5  1  0.78675873  0.29045947  0.67560898  1.0
  O  O6  1  0.80090117  0.12424965  0.94072787  1.0
  O  O7  1  0.29071378  0.42480065  0.43176396  1.0
  O  O8  1  0.78738845  0.75157214  0.21642802  1.0
  O  O9  1  0.79534183  0.61332277  0.64041604  1.0
  O  O10  1  0.28225254  0.13406664  0.25389984  1.0
","# generated using pymatgen
data_LiCoNi3O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.87816696
_cell_length_b   7.74494498
_cell_length_c   9.82829788
_cell_angle_alpha   90.63402140
_cell_angle_beta   90.33874322
_cell_angle_gamma   90.34212791
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCoNi3O5
_chemical_formula_sum   'Li2 Co2 Ni6 O10'
_cell_volume   219.06375894
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.79674787  0.51740455  0.90274948  1.0
  Li  Li2  1  -0.04919376  0.65356168  0.41437104  1.0
  Co  Co1  1  0.31152933  0.47167764  0.61593155  1.0
  Co  Co2  1  0.31388391  0.21093950  0.06802659  1.0
  Ni  Ni1  1  0.29810629  0.60694655  0.14034227  1.0
  Ni  Ni2  1  0.29447833  0.17974582  0.80365938  1.0
  Ni  Ni3  1  0.79605266  0.84206885  0.87907543  1.0
  Ni  Ni4  1  0.78095887  0.88695917  0.60158624  1.0
  Ni  Ni5  1  0.77180742  0.95769871  0.31985272  1.0
  Ni  Ni6  1  0.78944118  0.31238367  0.32160305  1.0
  O  O1  1  0.27642917  0.88017064  0.45648211  1.0
  O  O2  1  0.29719121  0.67814012  0.94253573  1.0
  O  O3  1  0.28765150  0.94125895  0.73858504  1.0
  O  O4  1  0.78773022  0.40552620  0.11879174  1.0
  O  O5  1  0.79016287  0.33695967  0.72882830  1.0
  O  O6  1  0.80397240  0.10143797  0.95105469  1.0
  O  O7  1  0.29692779  0.43170657  0.42879009  1.0
  O  O8  1  0.80053208  0.73043901  0.22954250  1.0
  O  O9  1  0.81393692  0.63301270  0.62529248  1.0
  O  O10  1  0.27723474  0.13340726  0.25909367  1.0
","# generated using pymatgen
data_NaCoNi3O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.88802494
_cell_length_b   7.88369071
_cell_length_c   10.06989664
_cell_angle_alpha   90.33847001
_cell_angle_beta   90.21521684
_cell_angle_gamma   90.39645442
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaCoNi3O5
_chemical_formula_sum   'Na2 Co2 Ni6 O10'
_cell_volume   229.26323881
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.79796666  0.50731274  0.88586653  1.0
  Na  Na1  1  -0.18678551  0.64469815  0.41330456  1.0
  Co  Co1  1  0.30520733  0.45261815  0.61072339  1.0
  Co  Co2  1  0.32460486  0.21880543  0.07078965  1.0
  Ni  Ni1  1  0.29134630  0.62212240  0.13893527  1.0
  Ni  Ni2  1  0.30515223  0.17134825  0.79855505  1.0
  Ni  Ni3  1  0.80196067  0.85930954  0.88775558  1.0
  Ni  Ni4  1  0.80316437  0.87458070  0.60949524  1.0
  Ni  Ni5  1  0.79416457  0.96231104  0.32511377  1.0
  Ni  Ni6  1  0.79750856  0.30483282  0.31935821  1.0
  O  O1  1  0.30193877  0.88332428  0.46357325  1.0
  O  O2  1  0.29905314  0.71277649  0.95497467  1.0
  O  O3  1  0.30405689  0.93347497  0.74561862  1.0
  O  O4  1  0.78600927  0.41555467  0.12732677  1.0
  O  O5  1  0.80165880  0.30769095  0.70557916  1.0
  O  O6  1  0.81458571  0.12037032  0.94827705  1.0
  O  O7  1  0.30277737  0.41606214  0.42969975  1.0
  O  O8  1  0.79342022  0.75506404  0.21325355  1.0
  O  O9  1  0.80739384  0.61574586  0.64080818  1.0
  O  O10  1  0.29039694  0.13344231  0.25718583  1.0
"
CrNiO4,gen_1416,,,,,,,,,,,,
LiCu2(NiO2)2,gen_1417,9,-37.54488143020182,-39.52779020067946,-40.14548325289546,-4.693110178775227,-4.391976688964385,-4.460609250321718,-2.9602912295223573,-1.4186981773063594,"# generated using pymatgen
data_CuNiO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.07608709
_cell_length_b   4.18528757
_cell_length_c   5.14626141
_cell_angle_alpha   90.43876075
_cell_angle_beta   89.95506988
_cell_angle_gamma   89.98616647
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CuNiO2
_chemical_formula_sum   'Cu2 Ni2 O4'
_cell_volume   87.79053999
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cu  Cu1  1  0.11093385  0.56089888  0.54366944  1.0
  Cu  Cu2  1  0.11095840  0.06107502  0.04431262  1.0
  Ni  Ni1  1  0.61034390  0.56162319  0.04380046  1.0
  Ni  Ni2  1  0.61033759  0.06037908  0.54419152  1.0
  O  O1  1  0.35976165  0.31124122  0.79399211  1.0
  O  O2  1  0.36556169  0.31076519  0.29399127  1.0
  O  O3  1  0.86081662  0.81076484  0.29399902  1.0
  O  O4  1  0.85735815  0.81121973  0.79399106  1.0
","# generated using pymatgen
data_LiCu2(NiO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.18478363
_cell_length_b   4.24573014
_cell_length_c   5.52115983
_cell_angle_alpha   90.68310494
_cell_angle_beta   89.96356335
_cell_angle_gamma   89.91545217
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCu2(NiO2)2
_chemical_formula_sum   'Li1 Cu2 Ni2 O4'
_cell_volume   98.08989763
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.86931582  0.30945774  0.29423189  1.0
  Cu  Cu1  1  0.14818828  0.59445466  0.56276650  1.0
  Cu  Cu2  1  0.14900904  0.02755623  0.02418058  1.0
  Ni  Ni1  1  0.57127216  0.60268868  0.02700618  1.0
  Ni  Ni2  1  0.57047447  0.01886169  0.56119207  1.0
  O  O1  1  0.35458003  0.31212439  0.79365268  1.0
  O  O2  1  0.36008477  0.31033390  0.29398736  1.0
  O  O3  1  0.86856638  0.81066181  0.29466368  1.0
  O  O4  1  0.85809991  0.81146971  0.79415140  1.0
","# generated using pymatgen
data_NaCu2(NiO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.80960805
_cell_length_b   3.41220713
_cell_length_c   5.88500664
_cell_angle_alpha   75.83490077
_cell_angle_beta   103.31734935
_cell_angle_gamma   104.03836010
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaCu2(NiO2)2
_chemical_formula_sum   'Na1 Cu2 Ni2 O4'
_cell_volume   107.90827385
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.99014899  0.33632193  0.19044484  1.0
  Cu  Cu1  1  0.07217293  0.65654967  0.58478386  1.0
  Cu  Cu2  1  0.16358999  0.09005817  -0.10960823  1.0
  Ni  Ni1  1  0.55632298  0.64835074  0.09861481  1.0
  Ni  Ni2  1  0.62179644  -0.03670940  0.57229911  1.0
  O  O1  1  0.37197314  0.60514322  0.75676870  1.0
  O  O2  1  0.38221223  0.02400591  0.20472653  1.0
  O  O3  1  0.75827585  0.58344642  0.43307811  1.0
  O  O4  1  0.83309826  0.89044214  0.91472477  1.0
"
LiCrO2,gen_1418,4,-21.122245993083983,-26.805597912174598,-24.416150685574376,-7.0407486643613275,-6.701399478043649,-6.104037671393594,0.7401519190906152,-0.7253953075096065,"# generated using pymatgen
data_CrO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.89265277
_cell_length_b   2.89292109
_cell_length_c   3.66848647
_cell_angle_alpha   90.02038619
_cell_angle_beta   89.99224093
_cell_angle_gamma   90.00361671
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CrO2
_chemical_formula_sum   'Cr1 O2'
_cell_volume   30.69868568
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr1  1  0.83477739  0.98675680  0.89634022  1.0
  O  O1  1  0.83479999  0.98674186  0.39633964  1.0
  O  O2  1  0.33478622  0.48675046  0.89637732  1.0
","# generated using pymatgen
data_LiCrO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.96176213
_cell_length_b   2.96372200
_cell_length_c   3.97228431
_cell_angle_alpha   90.03082954
_cell_angle_beta   89.98754388
_cell_angle_gamma   90.01827864
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCrO2
_chemical_formula_sum   'Li1 Cr1 O2'
_cell_volume   34.86806682
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.33451861  0.48658414  0.39622143  1.0
  Cr  Cr1  1  0.83465172  0.98680414  0.89631647  1.0
  O  O1  1  0.83481496  0.98661562  0.39595445  1.0
  O  O2  1  0.33475729  0.48672475  0.89634583  1.0
","# generated using pymatgen
data_NaCrO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.10937135
_cell_length_b   3.11074901
_cell_length_c   4.20131445
_cell_angle_alpha   90.01814072
_cell_angle_beta   89.99265466
_cell_angle_gamma   90.00423012
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaCrO2
_chemical_formula_sum   'Na1 Cr1 O2'
_cell_volume   40.63710168
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.33461391  0.48663294  0.39618583  1.0
  Cr  Cr1  1  0.83469592  0.98669607  0.89619931  1.0
  O  O1  1  0.83476528  0.98663066  0.39624118  1.0
  O  O2  1  0.33466746  0.48676898  0.89621186  1.0
"
CrO,gen_1419,,,,,,,,,,,,
CrNiO2,gen_142,,,,,,,,,,,,
CrO,gen_1420,,,,,,,,,,,,
