pretty_formula,material_id,num_atoms,host_energy_per_atom,Li_energy_per_atom,Na_energy_per_atom,Li_voltage,Na_voltage,cif
BaLiV4O8,mp-1041271,14,-7.42779873648218,-7.196694502809004,-7.16096408023867,-0.7508605349422863,-0.4236740840153148,"# generated using pymatgen
data_BaLiV4O8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.51954741
_cell_length_b   5.51958820
_cell_length_c   7.44894901
_cell_angle_alpha   90.00025552
_cell_angle_beta   89.99973268
_cell_angle_gamma   119.99999354
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaLiV4O8
_chemical_formula_sum   'Ba1 Li1 V4 O8'
_cell_volume   196.53314662
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  -0.00004241  -0.00004777  0.00000121  1
  Li  Li1  1  -0.00001220  -0.00001640  0.50000036  1
  V  V2  1  0.33331776  0.66664937  0.74743796  1
  V  V3  1  0.66666447  0.33334145  0.74660748  1
  V  V4  1  0.33331627  0.66666644  0.25256311  1
  V  V5  1  0.66665458  0.33332834  0.25339078  1
  O  O6  1  0.32909811  0.33101190  0.68642203  1
  O  O7  1  0.66894514  -0.00191092  0.68638685  1
  O  O8  1  0.00190852  0.67086152  0.68639813  1
  O  O9  1  0.66893505  0.67085092  0.31361842  1
  O  O10  1  0.00191201  0.33100311  0.31358954  1
  O  O11  1  0.32912916  -0.00190991  0.31358875  1
  O  O12  1  0.33342035  0.66675257  -0.00000240  1
  O  O13  1  0.66675319  0.33341937  -0.00000223  1
"
LiFe4(CuO4)2,mp-33546,15,-6.073563604380303,-5.885091461644865,-5.841305292587683,-1.6967185366512707,-0.26710746414228215,"# generated using pymatgen
data_LiFe4(CuO4)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.40542557
_cell_length_b   6.00722107
_cell_length_c   5.79865972
_cell_angle_alpha   61.14198579
_cell_angle_beta   63.08702105
_cell_angle_gamma   58.42703562
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiFe4(CuO4)2
_chemical_formula_sum   'Li1 Fe4 Cu2 O8'
_cell_volume   160.40273049
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.62500001  0.12499994  0.12558441  1
  Fe  Fe1  1  0.07829126  1.00095232  0.96041222  1
  Fe  Fe2  1  0.17170875  0.24904763  0.28965583  1
  Fe  Fe3  1  0.12500001  0.62500002  0.62490286  1
  Fe  Fe4  1  0.62499998  0.12500001  0.62524758  1
  Cu  Cu5  1  0.62400008  0.62494476  0.12550429  1
  Cu  Cu6  1  0.62599992  0.62505531  0.62444914  1
  O  O7  1  0.33741991  0.34913511  0.40810084  1
  O  O8  1  0.37327348  0.84102737  0.39275238  1
  O  O9  1  0.33693758  0.34974290  0.90544156  1
  O  O10  1  0.81233207  0.40159757  0.39259404  1
  O  O11  1  0.43766791  0.84840239  0.85652379  1
  O  O12  1  0.87672655  0.40897258  0.85705322  1
  O  O13  1  0.91258014  0.90086491  0.34465579  1
  O  O14  1  0.91306236  0.90025715  0.84212207  1
"
Li3MnF5,mp-753247,18,-5.008108004843747,-5.275580954163232,-5.046553335314313,1.26853627678143,0.10672428482013441,"# generated using pymatgen
data_Li3MnF5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.15425955
_cell_length_b   5.75924337
_cell_length_c   7.85806532
_cell_angle_alpha   96.10923768
_cell_angle_beta   107.98826669
_cell_angle_gamma   113.74922078
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li3MnF5
_chemical_formula_sum   'Li6 Mn2 F10'
_cell_volume   195.80757554
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.68399504  0.45104758  0.91464374  1
  Li  Li1  1  0.33745887  0.96273501  0.70084385  1
  Li  Li2  1  0.94809616  0.56708639  0.29919254  1
  Li  Li3  1  0.05179765  0.43233384  0.70079627  1
  Li  Li4  1  0.66271860  0.03726918  0.29909705  1
  Li  Li5  1  0.31642659  0.54901511  0.08525275  1
  Mn  Mn6  1  0.00006293  -0.00004784  0.00013349  1
  Mn  Mn7  1  0.50001953  0.50025304  0.50000895  1
  F  F8  1  0.96205301  0.71131806  0.53748866  1
  F  F9  1  0.75388056  0.73950396  0.13486118  1
  F  F10  1  0.62483004  0.26755431  0.67275853  1
  F  F11  1  0.87467405  0.28861461  0.07267625  1
  F  F12  1  0.43835401  0.24516936  0.24424195  1
  F  F13  1  0.12484127  0.71113842  0.92747448  1
  F  F14  1  0.37510264  0.73256629  0.32709999  1
  F  F15  1  0.24603222  0.26031794  0.86514293  1
  F  F16  1  0.03806020  0.28895252  0.46251227  1
  F  F17  1  0.56159663  0.75517222  0.75577514  1
"
Li2ReO3,mp-755021,12,-8.414087398091894,-6.7878007926926855,-6.210436343166357,-1.4079724181057314,0.8081933485789845,"# generated using pymatgen
data_Li2ReO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.78317241
_cell_length_b   5.77896248
_cell_length_c   5.78106698
_cell_angle_alpha   51.21608512
_cell_angle_beta   51.20851753
_cell_angle_gamma   51.21230695
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li2ReO3
_chemical_formula_sum   'Li4 Re2 O6'
_cell_volume   108.33202252
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.17498038  0.17497285  0.17499131  1
  Li  Li1  1  0.32500980  0.32501742  0.32502823  1
  Li  Li2  1  0.82519218  0.82519958  0.82518131  1
  Li  Li3  1  0.67481756  0.67481007  0.67479929  1
  Re  Re4  1  0.49983535  0.49983882  0.49983677  1
  Re  Re5  1  0.00016484  0.00016138  0.00016283  1
  O  O6  1  0.60345465  0.89659792  0.24997599  1
  O  O7  1  0.89654822  0.25001198  0.60342558  1
  O  O8  1  0.10378800  0.74998751  0.39623878  1
  O  O9  1  0.74998745  0.39626098  0.10376593  1
  O  O10  1  0.39620952  0.10373673  0.75002506  1
  O  O11  1  0.25001205  0.60340476  0.89656892  1
"
LiTlV4FeS8,mp-1104756,15,-6.453541647257967,-6.225817741096799,-6.1487373711424,-1.9055169451595573,0.23230554931598402,"# generated using pymatgen
data_LiTlV4FeS8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.37253867
_cell_length_b   8.80314088
_cell_length_c   8.95807269
_cell_angle_alpha   104.01034187
_cell_angle_beta   100.96251509
_cell_angle_gamma   90.03715093
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiTlV4FeS8
_chemical_formula_sum   'Li1 Tl1 V4 Fe1 S8'
_cell_volume   253.03067377
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.63651886  0.17418282  0.27317027  1
  Tl  Tl1  1  0.47230301  0.98056582  0.94482454  1
  V  V2  1  0.70047298  0.82424804  0.40084814  1
  V  V3  1  0.29107488  0.16664287  0.59032182  1
  V  V4  1  0.66569357  0.50907496  0.33161772  1
  V  V5  1  0.35932033  0.50675855  0.71852069  1
  Fe  Fe6  1  0.99116832  0.49748861  0.97872716  1
  S  S7  1  0.82640610  0.00249190  0.65879815  1
  S  S8  1  0.16233005  0.99067784  0.32612771  1
  S  S9  1  0.76571384  0.35156968  0.53399657  1
  S  S10  1  0.24674692  0.66463564  0.49520226  1
  S  S11  1  0.92010531  0.67523762  0.83941161  1
  S  S12  1  0.08575750  0.34673615  0.17407665  1
  S  S13  1  0.56842196  0.64146488  0.13289219  1
  S  S14  1  0.43296435  0.33228663  0.86575053  1
"
LiAg2(BiO3)2,mp-775774,11,-4.917084235658904,-4.8760965080100895,-4.684249388238344,-0.47698076847806,1.1864183174891947,"# generated using pymatgen
data_LiAg2(BiO3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.91486958
_cell_length_b   6.91646988
_cell_length_c   3.59353645
_cell_angle_alpha   90.59015986
_cell_angle_beta   90.48439473
_cell_angle_gamma   74.96978939
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiAg2(BiO3)2
_chemical_formula_sum   'Li1 Ag2 Bi2 O6'
_cell_volume   165.97476703
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.75829971  0.75837515  0.50402068  1
  Ag  Ag1  1  0.50360012  0.50448474  0.50237233  1
  Ag  Ag2  1  0.00413223  0.00407666  0.48798350  1
  Bi  Bi3  1  0.01982588  0.48115978  0.00030312  1
  Bi  Bi4  1  0.48151795  0.02015623  0.00286289  1
  O  O5  1  0.19654904  0.54493783  0.50503954  1
  O  O6  1  0.46556604  0.81488758  0.49848715  1
  O  O7  1  0.82519732  0.82649313  0.00828624  1
  O  O8  1  0.15014199  0.15025729  0.99287312  1
  O  O9  1  0.81406672  0.46591515  0.49909557  1
  O  O10  1  0.54378899  0.19745545  0.50611486  1
"
LiMn4(HO4)2,mp-625393,15,-6.768821226086708,-6.636727566199618,-6.527583147796022,-0.155783672219651,0.7132662760539459,"# generated using pymatgen
data_LiMn4(HO4)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   10.49354990
_cell_length_b   2.94868035
_cell_length_c   4.73878285
_cell_angle_alpha   89.31833380
_cell_angle_beta   90.25426314
_cell_angle_gamma   89.87783744
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiMn4(HO4)2
_chemical_formula_sum   'Li1 Mn4 H2 O8'
_cell_volume   146.61583737
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.55896508  0.77074644  0.94924743  1
  Mn  Mn1  1  0.66428506  0.26890645  0.49632523  1
  Mn  Mn2  1  0.14418427  0.26569699  -0.00971677  1
  Mn  Mn3  1  0.36769661  0.75629892  0.51625639  1
  Mn  Mn4  1  0.87830785  0.76750148  0.97626573  1
  H  H5  1  0.39474401  0.26542194  0.96583360  1
  H  H6  1  -0.07434772  0.27622502  0.53419042  1
  O  O7  1  0.44932912  0.27822233  0.78798050  1
  O  O8  1  0.94709867  0.27165960  0.73958703  1
  O  O9  1  0.56538212  0.77100714  0.33837001  1
  O  O10  1  0.04148079  0.76315907  0.15832521  1
  O  O11  1  0.82005928  0.26424870  0.20706089  1
  O  O12  1  0.31489429  0.24478592  0.27723757  1
  O  O13  1  0.21998012  0.76976369  0.79018453  1
  O  O14  1  0.72007944  0.76635647  0.74507233  1
"
LiVCoO4,mp-771137,14,-6.785892531209704,-6.645391457795667,-6.481968377340492,0.8591850173114439,0.22006156318622327,"# generated using pymatgen
data_LiVCoO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.19913242
_cell_length_b   5.19892117
_cell_length_c   6.30124094
_cell_angle_alpha   89.91049064
_cell_angle_beta   89.91763062
_cell_angle_gamma   66.74810685
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiVCoO4
_chemical_formula_sum   'Li2 V2 Co2 O8'
_cell_volume   156.48768294
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.33603287  0.33602771  0.75002157  1
  Li  Li1  1  0.66397222  0.66396689  0.24997892  1
  V  V2  1  0.64740082  0.64746137  0.75017018  1
  V  V3  1  0.35259146  0.35254646  0.24983043  1
  Co  Co4  1  0.00046041  -0.00046107  0.49999922  1
  Co  Co5  1  -0.00044968  0.00044979  0.00000049  1
  O  O6  1  0.23791006  0.23795792  0.02728090  1
  O  O7  1  0.23802475  0.23794140  0.47284349  1
  O  O8  1  0.76203837  0.76199611  0.52715716  1
  O  O9  1  0.76204005  0.76209229  0.97271975  1
  O  O10  1  0.23551840  0.72448204  0.25040630  1
  O  O11  1  0.27548207  0.76452808  0.74959782  1
  O  O12  1  0.72450628  0.23548284  0.24979167  1
  O  O13  1  0.76447092  0.27552918  0.75020510  1
"
Na2LiV2Cd2O8,mp-560259,15,-5.846019557848543,-5.680260804582003,-5.513800996863119,-1.5835617411495615,1.5729971157832694,"# generated using pymatgen
data_Na2LiV2Cd2O8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.69575816
_cell_length_b   5.77586027
_cell_length_c   7.01145297
_cell_angle_alpha   89.00475243
_cell_angle_beta   91.03384288
_cell_angle_gamma   104.87225584
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Na2LiV2Cd2O8
_chemical_formula_sum   'Na2 Li1 V2 Cd2 O8'
_cell_volume   222.87937280
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.44549943  0.40718699  -0.00526073  1
  Na  Na1  1  0.55729140  0.54326467  0.47938210  1
  Li  Li2  1  -0.33139225  -0.11776086  0.03859376  1
  V  V3  1  0.86920274  0.14245183  0.74970362  1
  V  V4  1  0.15954936  0.87608923  0.24376778  1
  Cd  Cd5  1  0.24804213  0.83561342  0.74321253  1
  Cd  Cd6  1  0.93977615  0.35998097  0.26192591  1
  O  O7  1  0.83723155  0.71647679  0.21782294  1
  O  O8  1  0.24669396  0.19829292  0.24915004  1
  O  O9  1  0.24495857  0.72580142  0.45661560  1
  O  O10  1  0.31881665  0.77773431  0.04142842  1
  O  O11  1  0.76157766  0.26264471  0.54728172  1
  O  O12  1  0.76846401  0.23301985  0.96655144  1
  O  O13  1  0.18627729  0.20689676  0.74866021  1
  O  O14  1  0.74801162  0.83230694  0.76116477  1
"
LiCr2O4,mp-1388847,14,-7.201081701737729,-7.0370097467968,-6.796083002188662,1.1093780171512266,0.762587212256963,"# generated using pymatgen
data_LiCr2O4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.85609538
_cell_length_b   5.85619280
_cell_length_c   5.85614477
_cell_angle_alpha   60.76715636
_cell_angle_beta   60.76734078
_cell_angle_gamma   60.76726265
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCr2O4
_chemical_formula_sum   'Li2 Cr4 O8'
_cell_volume   144.46855611
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.00165910  0.00170348  0.00168105  1
  Li  Li1  1  0.62897611  0.62894281  0.62896073  1
  Cr  Cr2  1  0.24317783  0.24314816  0.24316336  1
  Cr  Cr3  1  0.62774181  0.62794769  0.10870729  1
  Cr  Cr4  1  0.10873072  0.62775412  0.62795966  1
  Cr  Cr5  1  0.62793575  0.10868672  0.62772816  1
  O  O6  1  0.37475991  0.86339838  0.37456406  1
  O  O7  1  0.86341777  0.37455013  0.37474442  1
  O  O8  1  0.37455403  0.37475372  0.86340919  1
  O  O9  1  0.37643438  0.37643423  0.37643389  1
  O  O10  1  0.86390182  0.86394044  0.86392058  1
  O  O11  1  0.87622696  0.87604800  0.40645206  1
  O  O12  1  0.40644531  0.87623491  0.87604376  1
  O  O13  1  0.87603951  0.40645823  0.87623278  1
"
LiCaAl2F10,mp-1227363,14,-5.104005811041523,-5.358987843108527,-5.3092231152381615,3.7305542599795753,-0.22719380981488868,"# generated using pymatgen
data_LiCaAl2F10
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.35900271
_cell_length_b   5.35900214
_cell_length_c   7.35536194
_cell_angle_alpha   69.91565550
_cell_angle_beta   69.91566095
_cell_angle_gamma   73.70832676
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCaAl2F10
_chemical_formula_sum   'Li1 Ca1 Al2 F10'
_cell_volume   183.13440127
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.46126655  0.53873337  0.25000003  1
  Li  Li1  1  0.46904340  0.53095649  0.75000009  1
  Al  Al2  1  -0.00949755  -0.01575728  0.50981049  1
  Al  Al3  1  0.01575718  0.00949750  -0.00981045  1
  F  F4  1  0.77289116  0.73889608  0.61942436  1
  F  F5  1  0.26110378  0.22710859  0.88057581  1
  F  F6  1  0.20468985  0.22970086  0.38444817  1
  F  F7  1  0.77029908  0.79530996  0.11555204  1
  F  F8  1  0.95801485  0.04198508  0.75000004  1
  F  F9  1  0.07068360  0.92931624  0.25000008  1
  F  F10  1  0.75235115  0.29674779  0.02815344  1
  F  F11  1  0.70325207  0.24764865  0.47184663  1
  F  F12  1  0.28993910  0.71979496  0.96078320  1
  F  F13  1  0.28020485  0.71006071  0.53921700  1
"
LiCu2(SO5)2,mp-1104691,15,-5.379087304824845,-5.488551803800493,-5.440875374682682,2.077854789459569,-0.20875356323284366,"# generated using pymatgen
data_LiCu2(SO5)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.65066654
_cell_length_b   5.56863076
_cell_length_c   8.64705859
_cell_angle_alpha   118.90024116
_cell_angle_beta   120.30799234
_cell_angle_gamma   89.84847440
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCu2(SO5)2
_chemical_formula_sum   'Li1 Cu2 S2 O10'
_cell_volume   194.89265166
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.20579504  0.54214681  0.73553080  1
  Cu  Cu1  1  0.00799822  0.00716702  0.00526054  1
  Cu  Cu2  1  0.51986251  0.50607047  0.49852760  1
  S  S3  1  0.44196611  0.07674474  0.76452689  1
  S  S4  1  0.55004560  0.91111792  0.24543828  1
  O  O5  1  0.87575639  0.66998703  0.74974362  1
  O  O6  1  0.15986928  0.34834882  0.25704479  1
  O  O7  1  0.35467172  0.15466552  0.90957352  1
  O  O8  1  0.59180098  0.78660698  0.07217766  1
  O  O9  1  0.76733993  0.17940831  0.87393699  1
  O  O10  1  0.22487199  0.84221778  0.15052138  1
  O  O11  1  0.35067228  0.74094443  0.63397953  1
  O  O12  1  0.67473121  0.24432281  0.36792440  1
  O  O13  1  0.31887635  0.18561985  0.62633359  1
  O  O14  1  0.67002924  0.81653740  0.39073025  1
"
LiNi2(AgO2)2,mp-19284,9,-4.37254699126355,-4.350616955036768,-4.136789356668489,-0.7680233347774914,1.0005483853145123,"# generated using pymatgen
data_LiNi2(AgO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.12731375
_cell_length_b   3.12734094
_cell_length_c   12.61365452
_cell_angle_alpha   89.99742158
_cell_angle_beta   90.00003231
_cell_angle_gamma   120.00079772
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiNi2(AgO2)2
_chemical_formula_sum   'Li1 Ni2 Ag2 O4'
_cell_volume   106.83529584
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.33332135  0.66664219  0.61532534  1
  Ni  Ni1  1  0.00001472  0.00001175  0.47587863  1
  Ni  Ni2  1  0.00000461  0.00000726  0.00766378  1
  Ag  Ag3  1  0.66664125  0.33330283  0.76799332  1
  Ag  Ag4  1  0.33334341  0.66667836  0.24620523  1
  O  O5  1  0.33335045  0.66669361  0.40938566  1
  O  O6  1  0.66666449  0.33334426  0.93061426  1
  O  O7  1  0.66665135  0.33331366  0.59204549  1
  O  O8  1  0.33334141  0.66667012  0.08509518  1
"
LiMnO2,mp-19326,16,-7.088940513353844,-6.558215414906483,-6.247907789355366,0.0228401195644005,0.3173305022044691,"# generated using pymatgen
data_LiMnO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.84868695
_cell_length_b   5.13908947
_cell_length_c   10.55015334
_cell_angle_alpha   90.00005240
_cell_angle_beta   90.00002317
_cell_angle_gamma   90.00087840
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiMnO2
_chemical_formula_sum   'Li4 Mn4 O8'
_cell_volume   154.45062757
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.24995210  0.04689732  0.60999133  1
  Li  Li1  1  0.25004537  0.45310888  0.10999013  1
  Li  Li2  1  0.74992079  0.95310959  0.39000957  1
  Li  Li3  1  0.75008284  0.54688659  0.89001360  1
  Mn  Mn4  1  0.24911038  0.54793274  0.63459245  1
  Mn  Mn5  1  0.74908807  0.45206723  0.36540518  1
  Mn  Mn6  1  0.75090903  0.04793202  0.86540356  1
  Mn  Mn7  1  0.25087902  0.95206745  0.13459674  1
  O  O8  1  0.74948712  0.32455633  0.69996457  1
  O  O9  1  0.24956898  0.67544263  0.30003532  1
  O  O10  1  0.25043271  0.82455350  0.80003514  1
  O  O11  1  0.75051796  0.17544770  0.19996355  1
  O  O12  1  0.75085261  0.75142587  0.55494466  1
  O  O13  1  0.25083198  0.24857240  0.44505378  1
  O  O14  1  0.74915148  0.74857546  0.05494525  1
  O  O15  1  0.24916947  0.25142422  0.94505520  1
"
LiMn7(OF3)3,mp-861565,20,-6.621308789391162,-6.550346959336293,-6.495884793976819,0.2588721882937976,0.1653433071894907,"# generated using pymatgen
data_LiMn7(OF3)3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.36307769
_cell_length_b   6.41240689
_cell_length_c   6.44750022
_cell_angle_alpha   89.83395739
_cell_angle_beta   89.64501443
_cell_angle_gamma   89.92018858
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiMn7(OF3)3
_chemical_formula_sum   'Li1 Mn7 O3 F9'
_cell_volume   263.06864848
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.51013345  0.49163927  0.51269496  1
  Mn  Mn1  1  0.06130129  0.56531090  0.24496600  1
  Mn  Mn2  1  0.43437519  0.26360578  0.06101886  1
  Mn  Mn3  1  0.23949773  0.92645950  0.54541582  1
  Mn  Mn4  1  0.98894577  0.02923366  0.02834126  1
  Mn  Mn5  1  0.74362769  0.03550652  0.41416058  1
  Mn  Mn6  1  0.56889893  0.76820276  0.94796716  1
  Mn  Mn7  1  0.95884838  0.42794134  0.75455472  1
  O  O8  1  0.11562569  0.33142418  0.03033279  1
  O  O9  1  0.02809444  0.87863929  0.31577351  1
  O  O10  1  0.66072484  0.04217393  0.09757499  1
  F  F11  1  0.44128618  0.58097935  0.20027124  1
  F  F12  1  0.20360951  0.56836114  0.57323096  1
  F  F13  1  0.42477195  0.19133941  0.44347583  1
  F  F14  1  0.56768678  0.80766974  0.58903675  1
  F  F15  1  0.28843388  0.93580895  0.87465720  1
  F  F16  1  0.81840076  0.41072118  0.43784741  1
  F  F17  1  0.59710018  0.44351231  0.81709753  1
  F  F18  1  0.94547879  0.09676043  0.68399648  1
  F  F19  1  0.90315557  0.70471038  0.92758594  1
"
LiV4O7F5,mp-754652,17,-6.62787266402369,-6.553141564578631,-6.5039110723189015,0.414243973457677,-0.08698163158460398,"# generated using pymatgen
data_LiV4O7F5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.09039502
_cell_length_b   7.62587903
_cell_length_c   5.31229033
_cell_angle_alpha   94.02510560
_cell_angle_beta   87.93354467
_cell_angle_gamma   90.20068829
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiV4O7F5
_chemical_formula_sum   'Li1 V4 O7 F5'
_cell_volume   205.57386979
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.99038141  0.69654638  0.57623415  1
  V  V1  1  0.48984274  0.49148301  0.46451044  1
  V  V2  1  0.51599755  0.00049898  0.54394194  1
  V  V3  1  0.00972077  0.49639643  0.00052460  1
  V  V4  1  0.99178480  0.00743472  0.05257596  1
  O  O5  1  0.82040784  0.55276496  0.28890610  1
  O  O6  1  0.79303964  0.94242470  0.68080210  1
  O  O7  1  0.69547980  0.96451314  0.19326735  1
  O  O8  1  0.31482434  0.45045830  0.20181119  1
  O  O9  1  0.29664923  0.04173725  0.78454586  1
  O  O10  1  0.18733856  0.04625835  0.29259897  1
  O  O11  1  0.20528834  0.47720027  0.71206716  1
  F  F12  1  0.90164163  0.24450739  0.98596987  1
  F  F13  1  0.70949587  0.56255904  0.77662257  1
  F  F14  1  0.60367386  0.24495253  0.50594476  1
  F  F15  1  0.38359675  0.75658000  0.48348326  1
  F  F16  1  0.09083493  0.76475357  0.98119273  1
"
